Cluster_ID,date_ym,ConceptId_2,ConceptId_Description_2,_grp,n_codes,n
ANTIHYP_COD,2009-07,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2009-08,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2009-08,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2009-09,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2009-10,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2009-11,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2009-12,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-01,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2010-02,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2010-03,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-03,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2010-03,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-04,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2010-04,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-05,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2010-05,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2010-06,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2010-06,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-07,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-07,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2010-07,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-08,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-08,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2010-08,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2010-08,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2010-08,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-09,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-09,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2010-09,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-10,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-10,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-11,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-11,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2010-12,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2010-12,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-01,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2011-01,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-01,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-02,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2011-02,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-03,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-03,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-04,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-04,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-05,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2011-05,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-05,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2011-05,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-06,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-06,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2011-06,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-06,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2011-06,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-07,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-07,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2011-07,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-08,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-08,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2011-08,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2011-08,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2011-08,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2011-08,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2011-08,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-09,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-09,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2011-09,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2011-09,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-10,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-10,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-11,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-11,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2011-11,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2011-12,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2011-12,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2011-12,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2011-12,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-01,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-01,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-01,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2012-01,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-01,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-01,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-02,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-02,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-02,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-03,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-03,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-03,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2012-03,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-04,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-04,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2012-04,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-04,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-05,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-05,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-05,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-05,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-05,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-05,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2012-05,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-06,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-06,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-06,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-06,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2012-06,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-07,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-07,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-07,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-07,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-08,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-08,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2012-08,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-08,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2012-08,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-09,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-09,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-09,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-09,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-09,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2012-09,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-10,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-10,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-10,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-10,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-10,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-11,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-11,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-11,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-11,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2012-11,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2012-11,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2012-12,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2012-12,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2012-12,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2012-12,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2012-12,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-01,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-01,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-01,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-01,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2013-01,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-01,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-01,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-02,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-02,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-02,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-02,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-02,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2013-02,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-03,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-03,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-03,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-03,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-03,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-04,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-04,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-04,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2013-04,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-04,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-05,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-05,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-05,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-05,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-05,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-05,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-06,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-06,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-06,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-06,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-06,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2013-06,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-07,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-07,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-07,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-07,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-08,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-08,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-08,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-08,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2013-08,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-08,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2013-08,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-09,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-09,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-09,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-09,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-09,317972000,317972000: Product containing precisely furosemide 40 milligram/1 each conventional release oral tablet (clinical drug),9,null,10
ANTIHYP_COD,2013-09,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-10,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-10,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-10,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-10,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2013-10,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-11,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-11,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-11,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-11,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2013-11,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
ANTIHYP_COD,2013-11,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2013-12,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2013-12,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2013-12,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2013-12,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2013-12,,"Other codes (1,827)",99,1827,10
ANTIHYP_COD,2014-01,319283006,319283006: Product containing precisely amlodipine besilate 5 milligram/1 each conventional release oral tablet (clinical drug),1,null,10
ANTIHYP_COD,2014-01,318906001,318906001: Product containing precisely ramipril 10 milligram/1 each conventional release oral capsule (clinical drug),2,null,10
ANTIHYP_COD,2014-01,317919004,317919004: Product containing precisely bendroflumethiazide 2.5 milligram/1 each conventional release oral tablet (clinical drug),5,null,10
ANTIHYP_COD,2014-01,319284000,319284000: Product containing precisely amlodipine besilate 10 milligram/1 each conventional release oral tablet (clinical drug),6,null,10
ANTIHYP_COD,2014-01,318902004,318902004: Product containing precisely ramipril 5 milligram/1 each conventional release oral capsule (clinical drug),7,null,10
ANTIHYP_COD,2014-01,318901006,318901006: Product containing precisely ramipril 2.5 milligram/1 each conventional release oral capsule (clinical drug),8,null,10
