column_name,completeness,dataset
MAPPED_DMD_CODE,1,epma_administration_dmd
MAPPED_DMD_INVALID,0.222,epma_administration_dmd
MAPPED_DMD_LEVEL,1,epma_administration_dmd
MAPPED_DMD_NAME,1,epma_administration_dmd
MAPPED_DMD_SOURCE,1,epma_administration_dmd
ProductionDate,1,epma_administration_dmd
VMP,0.999,epma_administration_dmd
VMPP,0,epma_administration_dmd
VMPP_NAME,0,epma_administration_dmd
VMP_NAME,0.999,epma_administration_dmd
VTM,0.893,epma_administration_dmd
VTM_NAME,0.893,epma_administration_dmd
archived_on,1,epma_administration_dmd
ADMINISTRATION_ID_HASHED,1,epma_administration_dosage
BatchId,1,epma_administration_dosage
DOSAGEAS_NEEDEDBOOLEAN,1,epma_administration_dosage
ProductionDate,1,epma_administration_dosage
ROUTEINTEXT,0,epma_administration_dosage
archived_on,1,epma_administration_dosage
BatchId,1,epma_prescription
FORM,0.959,epma_prescription
GROUP_TYPE,0.186,epma_prescription
INITIAL_AUTHORISED_DATE_TIME,1,epma_prescription
LAST_AUTHORISED_DATE_TIME,1,epma_prescription
LINK_FROM,0.118,epma_prescription
LINK_TO,0.118,epma_prescription
MEDICATION_NAME,1,epma_prescription
NHS_NUMBER_DEID,0.94,epma_prescription
ODS_CODE,1,epma_prescription
ORDER_ID,1,epma_prescription
PATIENT_AGE,0.939,epma_prescription
PATIENT_GENDER,0.939,epma_prescription
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_GP_PRACTICE_LA_DISTRICT,0.931,epma_prescription
PATIENT_GP_PRACTICE_ODS_CODE,0.931,epma_prescription
PATIENT_LOCATION_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_LSOA,0.926,epma_prescription
PRESCRIPTION_ID_HASHED,1,epma_prescription
ProductionDate,1,epma_prescription
REPORTED_DATE_TIME,1,epma_prescription
STATUS,1,epma_prescription
TYPE,1,epma_prescription
VERSION,1,epma_prescription
archived_on,1,epma_prescription
BatchId,1,epma_prescription_chemical
CHEMICAL,0.984,epma_prescription_chemical
PRESCRIPTION_ID_HASHED,1,epma_prescription_chemical
ProductionDate,1,epma_prescription_chemical
STRENGTH_TEXT,0.854,epma_prescription_chemical
archived_on,1,epma_prescription_chemical
AMP,0.141,epma_prescription_dmd
AMPP,0,epma_prescription_dmd
AMPP_NAME,0,epma_prescription_dmd
AMP_NAME,0.141,epma_prescription_dmd
BatchId,1,epma_prescription_dmd
MAPPED_DMD_CODE,1,epma_prescription_dmd
MAPPED_DMD_INVALID,0.205,epma_prescription_dmd
MAPPED_DMD_LEVEL,1,epma_prescription_dmd
MAPPED_DMD_NAME,1,epma_prescription_dmd
MAPPED_DMD_SOURCE,1,epma_prescription_dmd
PRESCRIPTION_ID_HASHED,1,epma_prescription_dmd
ProductionDate,1,epma_prescription_dmd
VMP,0.999,epma_prescription_dmd
VMPP,0,epma_prescription_dmd
VMPP_NAME,0,epma_prescription_dmd
VMP_NAME,0.999,epma_prescription_dmd
VTM,0.946,epma_prescription_dmd
VTM_NAME,0.946,epma_prescription_dmd
archived_on,1,epma_prescription_dmd
ALTERNATIVE_DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
ALTERNATIVE_DOSE_QUANTITY_VALUE,0.753,epma_prescription_dosage
BatchId,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN_REASON,0,epma_prescription_dosage
DOSAGE_SEQUENCE,1,epma_prescription_dosage
DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
DOSE_QUANTITY_VALUE,1,epma_prescription_dosage
END_DATE_TIME,0.27,epma_prescription_dosage
FREQUENCY_DESCRIPTION,0,epma_prescription_dosage
PRESCRIPTION_ID_HASHED,1,epma_prescription_dosage
ProductionDate,1,epma_prescription_dosage
ROUTE_DESCRIPTION,0,epma_prescription_dosage
START_DATE_TIME,1,epma_prescription_dosage
archived_on,1,epma_prescription_dosage
BatchId,1,gdppr
CODE,1,gdppr
DATE,1,gdppr
EPISODE_CONDITION,0.038,gdppr
EPISODE_PRESCRIPTION,0.181,gdppr
ETHNIC,0.381,gdppr
GP_SYSTEM_SUPPLIER,1,gdppr
LINKS,0.015,gdppr
LSOA,0.999,gdppr
NHS_NUMBER_DEID,1,gdppr
PRACTICE,1,gdppr
PROCESSED_TIMESTAMP,1,gdppr
ProductionDate,1,gdppr
RECORD_DATE,0.999,gdppr
REPORTING_PERIOD_END_DATE,1,gdppr
SEX,1,gdppr
VALUE1_CONDITION,0.293,gdppr
VALUE1_PRESCRIPTION,0.181,gdppr
VALUE2_CONDITION,0.011,gdppr
VALUE2_PRESCRIPTION,0.305,gdppr
YEAR_MONTH_OF_BIRTH,1,gdppr
YEAR_OF_BIRTH,1,gdppr
YEAR_OF_DEATH,0.086,gdppr
archived_on,1,gdppr
AEARRIVALMODE,1,hes_ae_all_years
AEATTENDCAT,1,hes_ae_all_years
AEATTENDDISP,1,hes_ae_all_years
AEATTEND_EXC_PLANNED,1,hes_ae_all_years
AEDEPTTYPE,1,hes_ae_all_years
AEINCLOCTYPE,1,hes_ae_all_years
AEKEY,1,hes_ae_all_years
AEKEY_FLAG,1,hes_ae_all_years
AEPATGROUP,1,hes_ae_all_years
AEREFSOURCE,1,hes_ae_all_years
ARRIVALAGE,0.986,hes_ae_all_years
ARRIVALAGE_CALC,0.986,hes_ae_all_years
ARRIVALDATE,1,hes_ae_all_years
ARRIVALTIME,1,hes_ae_all_years
AT_GP_PRACTICE,0.635,hes_ae_all_years
AT_RESIDENCE,0.635,hes_ae_all_years
AT_TREATMENT,0.635,hes_ae_all_years
BatchId,1,hes_ae_all_years
CANNET,0.744,hes_ae_all_years
CANREG,0.976,hes_ae_all_years
CCG_GP_PRACTICE,0.876,hes_ae_all_years
CCG_RESIDENCE,0.876,hes_ae_all_years
CCG_RESPONSIBILITY,0.876,hes_ae_all_years
CCG_RESPONSIBILITY_ORIGIN,0.876,hes_ae_all_years
CCG_TREATMENT,0.876,hes_ae_all_years
CCG_TREATMENT_ORIGIN,0.876,hes_ae_all_years
CONCLDUR,0.746,hes_ae_all_years
CONCLTIME,1,hes_ae_all_years
CR_GP_PRACTICE,0.876,hes_ae_all_years
CR_RESIDENCE,0.876,hes_ae_all_years
CR_TREATMENT,0.876,hes_ae_all_years
DEPDUR,0.992,hes_ae_all_years
DEPTIME,1,hes_ae_all_years
DIAG2_01,0.558,hes_ae_all_years
DIAG2_02,0.062,hes_ae_all_years
DIAG2_03,0.005,hes_ae_all_years
DIAG2_04,0.002,hes_ae_all_years
DIAG2_05,0.001,hes_ae_all_years
DIAG2_06,0.001,hes_ae_all_years
DIAG2_07,0.001,hes_ae_all_years
DIAG2_08,0.001,hes_ae_all_years
DIAG2_09,0.001,hes_ae_all_years
DIAG2_10,0.001,hes_ae_all_years
DIAG2_11,0.001,hes_ae_all_years
DIAG2_12,0,hes_ae_all_years
DIAG3_01,0.521,hes_ae_all_years
DIAG3_02,0.055,hes_ae_all_years
DIAG3_03,0.004,hes_ae_all_years
DIAG3_04,0.002,hes_ae_all_years
DIAG3_05,0.001,hes_ae_all_years
DIAG3_06,0.001,hes_ae_all_years
DIAG3_07,0.001,hes_ae_all_years
DIAG3_08,0.001,hes_ae_all_years
DIAG3_09,0.001,hes_ae_all_years
DIAG3_10,0.001,hes_ae_all_years
DIAG3_11,0.001,hes_ae_all_years
DIAG3_12,0,hes_ae_all_years
DIAGA_01,0.269,hes_ae_all_years
DIAGA_02,0.029,hes_ae_all_years
DIAGA_03,0.003,hes_ae_all_years
DIAGA_04,0.001,hes_ae_all_years
DIAGA_05,0,hes_ae_all_years
DIAGA_06,0,hes_ae_all_years
DIAGA_07,0,hes_ae_all_years
DIAGA_08,0,hes_ae_all_years
DIAGA_09,0,hes_ae_all_years
DIAGA_10,0,hes_ae_all_years
DIAGA_11,0,hes_ae_all_years
DIAGA_12,0,hes_ae_all_years
DIAGSCHEME,0.824,hes_ae_all_years
DIAGS_01,0.148,hes_ae_all_years
DIAGS_02,0.016,hes_ae_all_years
DIAGS_03,0.001,hes_ae_all_years
DIAGS_04,0.001,hes_ae_all_years
DIAGS_05,0,hes_ae_all_years
DIAGS_06,0,hes_ae_all_years
DIAGS_07,0,hes_ae_all_years
DIAGS_08,0,hes_ae_all_years
DIAGS_09,0,hes_ae_all_years
DIAGS_10,0,hes_ae_all_years
DIAGS_11,0,hes_ae_all_years
DIAGS_12,0,hes_ae_all_years
EPIKEY,0.142,hes_ae_all_years
ETHNOS,1,hes_ae_all_years
FYEAR,1,hes_ae_all_years
GORTREAT,1,hes_ae_all_years
GPPRAC,1,hes_ae_all_years
INITDUR,0.879,hes_ae_all_years
INITTIME,1,hes_ae_all_years
INVEST2_01,0.811,hes_ae_all_years
INVEST2_02,0.401,hes_ae_all_years
INVEST2_03,0.255,hes_ae_all_years
INVEST2_04,0.22,hes_ae_all_years
INVEST2_05,0.187,hes_ae_all_years
INVEST2_06,0.153,hes_ae_all_years
INVEST2_07,0.11,hes_ae_all_years
INVEST2_08,0.087,hes_ae_all_years
INVEST2_09,0.067,hes_ae_all_years
INVEST2_10,0.053,hes_ae_all_years
INVEST2_11,0.039,hes_ae_all_years
INVEST2_12,0.032,hes_ae_all_years
INVESTSCHEME,0.933,hes_ae_all_years
LSOA01,0.976,hes_ae_all_years
LSOA11,0.976,hes_ae_all_years
MSOA01,0.976,hes_ae_all_years
MSOA11,0.976,hes_ae_all_years
NER_GP_PRACTICE,0.609,hes_ae_all_years
NER_RESIDENCE,0.609,hes_ae_all_years
NER_TREATMENT,0.609,hes_ae_all_years
PARTYEAR,1,hes_ae_all_years
PCON,0.757,hes_ae_all_years
PCON_ONS,0.828,hes_ae_all_years
PCTCODE_HIS,0.759,hes_ae_all_years
PCTORIG_HIS,0.759,hes_ae_all_years
PCTTREAT,0.759,hes_ae_all_years
PERSON_ID_DEID,1,hes_ae_all_years
PROCODE3,1,hes_ae_all_years
PROCODE5,1,hes_ae_all_years
PROCODET,1,hes_ae_all_years
PROCSCHEME,0.144,hes_ae_all_years
PROVDIST,0.939,hes_ae_all_years
PROVDIST_FLAG,0.952,hes_ae_all_years
PURCODE,1,hes_ae_all_years
ProductionDate,1,hes_ae_all_years
RANK_ORDER,0.098,hes_ae_all_years
RESCTY,0.759,hes_ae_all_years
RESCTY_ONS,0.828,hes_ae_all_years
RESGOR,0.759,hes_ae_all_years
RESGOR_ONS,0.828,hes_ae_all_years
RESLADST,0.759,hes_ae_all_years
RESLADST_ONS,0.828,hes_ae_all_years
RESPCT_HIS,0.759,hes_ae_all_years
RESSTHA_HIS,0.759,hes_ae_all_years
SEX,1,hes_ae_all_years
SITEDIST,0.448,hes_ae_all_years
SITEDIST_FLAG,0.453,hes_ae_all_years
SITETRET,0.468,hes_ae_all_years
STHATRET,0.759,hes_ae_all_years
SUSHRG,0.921,hes_ae_all_years
SUSLDDATE_HIS,0.759,hes_ae_all_years
TREAT2_01,0.83,hes_ae_all_years
TREAT2_02,0.476,hes_ae_all_years
TREAT2_03,0.224,hes_ae_all_years
TREAT2_04,0.128,hes_ae_all_years
TREAT2_05,0.074,hes_ae_all_years
TREAT2_06,0.044,hes_ae_all_years
TREAT2_07,0.025,hes_ae_all_years
TREAT2_08,0.018,hes_ae_all_years
TREAT2_09,0.013,hes_ae_all_years
TREAT2_10,0.011,hes_ae_all_years
TREAT2_11,0.007,hes_ae_all_years
TREAT2_12,0.007,hes_ae_all_years
TREAT3_01,0.827,hes_ae_all_years
TREAT3_02,0.474,hes_ae_all_years
TREAT3_03,0.224,hes_ae_all_years
TREAT3_04,0.128,hes_ae_all_years
TREAT3_05,0.074,hes_ae_all_years
TREAT3_06,0.044,hes_ae_all_years
TREAT3_07,0.025,hes_ae_all_years
TREAT3_08,0.018,hes_ae_all_years
TREAT3_09,0.013,hes_ae_all_years
TREAT3_10,0.011,hes_ae_all_years
TREAT3_11,0.007,hes_ae_all_years
TREAT3_12,0.007,hes_ae_all_years
TREATSCHEME,0.506,hes_ae_all_years
TRETDUR,0.895,hes_ae_all_years
TRETTIME,1,hes_ae_all_years
archived_on,1,hes_ae_all_years
ACTIVAGE,0.947,hes_ae_otr_all_years
AEKEY,1,hes_ae_otr_all_years
APPDATE,0.34,hes_ae_otr_all_years
BOOKREFNOPS,0,hes_ae_otr_all_years
BatchId,1,hes_ae_otr_all_years
CARERSI,1,hes_ae_otr_all_years
CDSEXTDATE,0.66,hes_ae_otr_all_years
CDSUNIQUEID,0,hes_ae_otr_all_years
CDSVERPROTID,1,hes_ae_otr_all_years
CSNUM,0.814,hes_ae_otr_all_years
CURRWARD,0.758,hes_ae_otr_all_years
CURRWARD_ONS,0.828,hes_ae_otr_all_years
DIAG_01,0.557,hes_ae_otr_all_years
DIAG_02,0.062,hes_ae_otr_all_years
DIAG_03,0.005,hes_ae_otr_all_years
DIAG_04,0.002,hes_ae_otr_all_years
DIAG_05,0.001,hes_ae_otr_all_years
DIAG_06,0.001,hes_ae_otr_all_years
DIAG_07,0.001,hes_ae_otr_all_years
DIAG_08,0.001,hes_ae_otr_all_years
DIAG_09,0.001,hes_ae_otr_all_years
DIAG_10,0.001,hes_ae_otr_all_years
DIAG_11,0.001,hes_ae_otr_all_years
DIAG_12,0,hes_ae_otr_all_years
DOMPROC,0.005,hes_ae_otr_all_years
DUPLICATE_FLAG,0.245,hes_ae_otr_all_years
DUPLICATE_FLAG_2,0,hes_ae_otr_all_years
ETHRAW,0.812,hes_ae_otr_all_years
ETHRAWL,0.061,hes_ae_otr_all_years
FYEAR,1,hes_ae_otr_all_years
GPPRPCT,0.758,hes_ae_otr_all_years
GPPRSTHA,0.758,hes_ae_otr_all_years
HATREAT,0.758,hes_ae_otr_all_years
HOMEADDPS,0,hes_ae_otr_all_years
HRGNHS,0.229,hes_ae_otr_all_years
HRGNHSVN,0.245,hes_ae_otr_all_years
IMD04,0.972,hes_ae_otr_all_years
IMD04C,0.972,hes_ae_otr_all_years
IMD04ED,0.972,hes_ae_otr_all_years
IMD04EM,0.972,hes_ae_otr_all_years
IMD04HD,0.972,hes_ae_otr_all_years
IMD04HS,0.972,hes_ae_otr_all_years
IMD04I,0.972,hes_ae_otr_all_years
IMD04IA,0.972,hes_ae_otr_all_years
IMD04IC,0.972,hes_ae_otr_all_years
IMD04LE,0.972,hes_ae_otr_all_years
IMD04RK,0.972,hes_ae_otr_all_years
IMD04_DECILE,0.972,hes_ae_otr_all_years
INVEST_01,0.811,hes_ae_otr_all_years
INVEST_02,0.4,hes_ae_otr_all_years
INVEST_03,0.254,hes_ae_otr_all_years
INVEST_04,0.22,hes_ae_otr_all_years
INVEST_05,0.186,hes_ae_otr_all_years
INVEST_06,0.153,hes_ae_otr_all_years
INVEST_07,0.11,hes_ae_otr_all_years
INVEST_08,0.087,hes_ae_otr_all_years
INVEST_09,0.066,hes_ae_otr_all_years
INVEST_10,0.053,hes_ae_otr_all_years
INVEST_11,0.039,hes_ae_otr_all_years
INVEST_12,0.032,hes_ae_otr_all_years
LCAIND,0,hes_ae_otr_all_years
MARSTAT,0,hes_ae_otr_all_years
NEWNHSNO_CHECK,0.951,hes_ae_otr_all_years
NHSNOIND,0.994,hes_ae_otr_all_years
NODIAGS,0.857,hes_ae_otr_all_years
NOINVESTS,1,hes_ae_otr_all_years
NOTREATS,1,hes_ae_otr_all_years
OACODE6,0.758,hes_ae_otr_all_years
ORGPPPID,0.055,hes_ae_otr_all_years
PARTYEAR,1,hes_ae_otr_all_years
PCFOUND,1,hes_ae_otr_all_years
PCTCODE02,0.278,hes_ae_otr_all_years
PCTCODE06,0.758,hes_ae_otr_all_years
PCTNHS,0.974,hes_ae_otr_all_years
PCTORIG02,0.278,hes_ae_otr_all_years
PCTORIG06,0.758,hes_ae_otr_all_years
PEREND,0.66,hes_ae_otr_all_years
PERSON_ID_DEID,1,hes_ae_otr_all_years
PGPPRAC,1,hes_ae_otr_all_years
POSTDIST,0.99,hes_ae_otr_all_years
PREGGMP,1,hes_ae_otr_all_years
PROCODE,1,hes_ae_otr_all_years
PROCODEO,0.963,hes_ae_otr_all_years
PROTYPE,1,hes_ae_otr_all_years
PURSTHA,0.278,hes_ae_otr_all_years
PURVAL,1,hes_ae_otr_all_years
ProductionDate,1,hes_ae_otr_all_years
RESHA,0.758,hes_ae_otr_all_years
RESPCT02,0.278,hes_ae_otr_all_years
RESPCT06,0.758,hes_ae_otr_all_years
RESRO,0.758,hes_ae_otr_all_years
RESSTHA02,0.278,hes_ae_otr_all_years
RESSTHA06,0.758,hes_ae_otr_all_years
ROTREAT,0.758,hes_ae_otr_all_years
RTTPEREND,0.005,hes_ae_otr_all_years
RTTPERSTART,0.005,hes_ae_otr_all_years
RTTPERSTAT,0.055,hes_ae_otr_all_years
RURURB_IND,0.915,hes_ae_otr_all_years
SUBDATE,1,hes_ae_otr_all_years
SUSHRGINFO,0.091,hes_ae_otr_all_years
SUSHRGVERINFO,0.091,hes_ae_otr_all_years
SUSHRGVERS,0.916,hes_ae_otr_all_years
SUSLDDATE,1,hes_ae_otr_all_years
SUSRECID,1,hes_ae_otr_all_years
