column_name,completeness,dataset
AppointmentDate,1,covid_antibody_testing_pillar3
BatchId,1,covid_antibody_testing_pillar3
CareHomeRole,0.16,covid_antibody_testing_pillar3
Country,1,covid_antibody_testing_pillar3
County,0.999,covid_antibody_testing_pillar3
CovidSymptomatic,1,covid_antibody_testing_pillar3
DateOfOnset,0.564,covid_antibody_testing_pillar3
DateOfPositiveTest,0.541,covid_antibody_testing_pillar3
IndustrySector,0.523,covid_antibody_testing_pillar3
KeyWorkerID,0.959,covid_antibody_testing_pillar3
KeyWorkerType,0.959,covid_antibody_testing_pillar3
LocalAuthority,0.999,covid_antibody_testing_pillar3
NHSRegion,0.999,covid_antibody_testing_pillar3
NonDigitalUser,1,covid_antibody_testing_pillar3
Occupation,0.491,covid_antibody_testing_pillar3
OrganisationId,0.004,covid_antibody_testing_pillar3
ParliamentaryConstituency,0.999,covid_antibody_testing_pillar3
Person_ID_DEID,1,covid_antibody_testing_pillar3
ProcessingLabCode,1,covid_antibody_testing_pillar3
ProductionDate,1,covid_antibody_testing_pillar3
RecordCreatedDate,1,covid_antibody_testing_pillar3
ResultValueUnitOfMeasure,0.984,covid_antibody_testing_pillar3
STP,0.999,covid_antibody_testing_pillar3
SpecimenID,1,covid_antibody_testing_pillar3
SpecimenProcessedDate,1,covid_antibody_testing_pillar3
SubjectID,1,covid_antibody_testing_pillar3
TestCentreID,1,covid_antibody_testing_pillar3
TestEndDate,1,covid_antibody_testing_pillar3
TestKit,0.67,covid_antibody_testing_pillar3
TestLocation,1,covid_antibody_testing_pillar3
TestResult,1,covid_antibody_testing_pillar3
TestStartDate,1,covid_antibody_testing_pillar3
TestType,1,covid_antibody_testing_pillar3
WorkStatus,0.102,covid_antibody_testing_pillar3
archived_on,1,covid_antibody_testing_pillar3
AdministrationMethod,0.852,covid_antigen_testing_pillar2
AppointmentDate,1,covid_antigen_testing_pillar2
BatchId,1,covid_antigen_testing_pillar2
CareHomeRole,0.01,covid_antigen_testing_pillar2
Country,0.996,covid_antigen_testing_pillar2
CountryCode,1,covid_antigen_testing_pillar2
County,1,covid_antigen_testing_pillar2
CovidSymptomatic,0.967,covid_antigen_testing_pillar2
DateOfOnset,0.083,covid_antigen_testing_pillar2
IndustrySector,0.181,covid_antigen_testing_pillar2
KeyWorkerID,0.123,covid_antigen_testing_pillar2
KeyWorkerType,0.123,covid_antigen_testing_pillar2
LocalAuthority,1,covid_antigen_testing_pillar2
NHSRegion,1,covid_antigen_testing_pillar2
NonDigitalUser,0.983,covid_antigen_testing_pillar2
Occupation,0.299,covid_antigen_testing_pillar2
OccupationTitle,0.298,covid_antigen_testing_pillar2
OrganisationId,0.509,covid_antigen_testing_pillar2
ParliamentaryConstituency,1,covid_antigen_testing_pillar2
Person_ID_DEID,1,covid_antigen_testing_pillar2
PostCodeCountry,0.999,covid_antigen_testing_pillar2
ProcessTime,0.011,covid_antigen_testing_pillar2
ProcessingLabCode,1,covid_antigen_testing_pillar2
ProductionDate,1,covid_antigen_testing_pillar2
RecordCreatedDate,1,covid_antigen_testing_pillar2
ResultInfo,0.003,covid_antigen_testing_pillar2
STP,1,covid_antigen_testing_pillar2
SampleCreationDate,0.056,covid_antigen_testing_pillar2
SpecimenID,1,covid_antigen_testing_pillar2
SpecimenProcessedDate,1,covid_antigen_testing_pillar2
SubjectID,1,covid_antigen_testing_pillar2
TestCentreCountry,0.156,covid_antigen_testing_pillar2
TestCentreCountryName,0.061,covid_antigen_testing_pillar2
TestCentreID,1,covid_antigen_testing_pillar2
TestCentreRefDataPostcode,0.152,covid_antigen_testing_pillar2
TestEndDate,1,covid_antigen_testing_pillar2
TestLocation,0.945,covid_antigen_testing_pillar2
TestResult,1,covid_antigen_testing_pillar2
TestStartDate,1,covid_antigen_testing_pillar2
TestType,0.983,covid_antigen_testing_pillar2
WorkOrStudyStatus,0.244,covid_antigen_testing_pillar2
WorkStatus,0.145,covid_antigen_testing_pillar2
archived_on,1,covid_antigen_testing_pillar2
BatchId,1,deaths
CANCELLED_FLAG,1,deaths
CCGPOD,0.108,deaths
CCGR,0.14,deaths
COR_AREA_NAME,0,deaths
COR_INQ_DATES,0,deaths
CTYDR,0.758,deaths
CTYR,0.758,deaths
DEC_BIRTH_COUNTRY_CODE,1,deaths
DEC_CONF_NHS_NUMBER_CLEAN_DEID,0.993,deaths
DEC_OCC_TYPE,1,deaths
DEC_RETIRED_IND,0.266,deaths
GORR,0.628,deaths
HAUTPOD,0.527,deaths
HAUTR,0.66,deaths
HROR,0.66,deaths
ICD9_ORIG_MENTION_1,0.259,deaths
ICD9_ORIG_MENTION_10,0,deaths
ICD9_ORIG_MENTION_11,0,deaths
ICD9_ORIG_MENTION_12,0,deaths
ICD9_ORIG_MENTION_13,0,deaths
ICD9_ORIG_MENTION_14,0,deaths
ICD9_ORIG_MENTION_15,0,deaths
ICD9_ORIG_MENTION_2,0.194,deaths
ICD9_ORIG_MENTION_3,0.087,deaths
ICD9_ORIG_MENTION_4,0.031,deaths
ICD9_ORIG_MENTION_5,0.01,deaths
ICD9_ORIG_MENTION_6,0.003,deaths
ICD9_ORIG_MENTION_7,0.001,deaths
ICD9_ORIG_MENTION_8,0,deaths
ICD9_ORIG_MENTION_9,0,deaths
LSOAR,0.149,deaths
NEO_NATE_FLAG,0.244,deaths
OUT_SECCATDM,0.25,deaths
OUT_SECCATHF,0.131,deaths
PCDIND,0.257,deaths
POD_CODE,1,deaths
POD_ESTABLISHMENT_TYPE,0.758,deaths
POD_NHS_ESTABLISHMENT,0.758,deaths
ProductionDate,1,deaths
REG_DATE,1,deaths
REG_DATE_OF_DEATH,1,deaths
REG_DISTRICT_CODE,1,deaths
REG_DISTRICT_NAME,0.995,deaths
REG_SUB_DISTRICT_CODE,1,deaths
REG_SUB_DISTRICT_NAME,0.759,deaths
SOC2KDM,0.243,deaths
SOC2KHF,0.123,deaths
S_COD_CODE_1,0.783,deaths
S_COD_CODE_10,0.002,deaths
S_COD_CODE_11,0.001,deaths
S_COD_CODE_12,0,deaths
S_COD_CODE_13,0,deaths
S_COD_CODE_14,0,deaths
S_COD_CODE_15,0,deaths
S_COD_CODE_2,0.603,deaths
S_COD_CODE_3,0.367,deaths
S_COD_CODE_4,0.196,deaths
S_COD_CODE_5,0.095,deaths
S_COD_CODE_6,0.043,deaths
S_COD_CODE_7,0.019,deaths
S_COD_CODE_8,0.008,deaths
S_COD_CODE_9,0.004,deaths
S_INJURY_EXTERNAL,0.036,deaths
S_UNDERLYING_COD_ICD10,0.783,deaths
S_UNDERLYING_COD_ICD9,0.259,deaths
UTLA9POD,0.07,deaths
UTLA9R,0.091,deaths
WARDR,0.758,deaths
archived_on,1,deaths
ADMINISTERED_DATE_TIME,0.727,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration
BatchId,1,epma_administration
LAST_UPDATED_DATE,1,epma_administration
MEDICATION_NAME,1,epma_administration
NHS_NUMBER_DEID,0.949,epma_administration
ODS_CODE,1,epma_administration
PATIENT_AGE,0.948,epma_administration
PATIENT_GENDER,0.947,epma_administration
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.919,epma_administration
PATIENT_GP_PRACTICE_LA_DISTRICT,0.924,epma_administration
PATIENT_GP_PRACTICE_ODS_CODE,0.924,epma_administration
PATIENT_LOCATION_CCG_ODS_CODE,0.933,epma_administration
PATIENT_LSOA,0.931,epma_administration
PRESCRIPTION_ID_HASHED,0.959,epma_administration
ProductionDate,1,epma_administration
REASON_GIVEN_OR_NOT_GIVEN,0,epma_administration
RECORDED_DATE_TIME,1,epma_administration
REPORTED_DATE_TIME,1,epma_administration
SCHEDULED_DATE_TIME,1,epma_administration
archived_on,1,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration_dmd
AMP,0.176,epma_administration_dmd
AMPP,0,epma_administration_dmd
AMPP_NAME,0,epma_administration_dmd
AMP_NAME,0.176,epma_administration_dmd
BatchId,1,epma_administration_dmd
MAPPED_DMD_CODE,1,epma_administration_dmd
MAPPED_DMD_INVALID,0.222,epma_administration_dmd
MAPPED_DMD_LEVEL,1,epma_administration_dmd
MAPPED_DMD_NAME,1,epma_administration_dmd
MAPPED_DMD_SOURCE,1,epma_administration_dmd
ProductionDate,1,epma_administration_dmd
VMP,0.999,epma_administration_dmd
VMPP,0,epma_administration_dmd
VMPP_NAME,0,epma_administration_dmd
VMP_NAME,0.999,epma_administration_dmd
VTM,0.893,epma_administration_dmd
VTM_NAME,0.893,epma_administration_dmd
archived_on,1,epma_administration_dmd
ADMINISTRATION_ID_HASHED,1,epma_administration_dosage
BatchId,1,epma_administration_dosage
DOSAGEAS_NEEDEDBOOLEAN,1,epma_administration_dosage
ProductionDate,1,epma_administration_dosage
ROUTEINTEXT,0,epma_administration_dosage
archived_on,1,epma_administration_dosage
BatchId,1,epma_prescription
FORM,0.959,epma_prescription
GROUP_TYPE,0.186,epma_prescription
INITIAL_AUTHORISED_DATE_TIME,1,epma_prescription
LAST_AUTHORISED_DATE_TIME,1,epma_prescription
LINK_FROM,0.118,epma_prescription
LINK_TO,0.118,epma_prescription
MEDICATION_NAME,1,epma_prescription
NHS_NUMBER_DEID,0.94,epma_prescription
ODS_CODE,1,epma_prescription
ORDER_ID,1,epma_prescription
PATIENT_AGE,0.939,epma_prescription
PATIENT_GENDER,0.939,epma_prescription
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_GP_PRACTICE_LA_DISTRICT,0.931,epma_prescription
PATIENT_GP_PRACTICE_ODS_CODE,0.931,epma_prescription
PATIENT_LOCATION_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_LSOA,0.926,epma_prescription
PRESCRIPTION_ID_HASHED,1,epma_prescription
ProductionDate,1,epma_prescription
REPORTED_DATE_TIME,1,epma_prescription
STATUS,1,epma_prescription
TYPE,1,epma_prescription
VERSION,1,epma_prescription
archived_on,1,epma_prescription
BatchId,1,epma_prescription_chemical
CHEMICAL,0.984,epma_prescription_chemical
PRESCRIPTION_ID_HASHED,1,epma_prescription_chemical
ProductionDate,1,epma_prescription_chemical
STRENGTH_TEXT,0.854,epma_prescription_chemical
archived_on,1,epma_prescription_chemical
AMP,0.141,epma_prescription_dmd
AMPP,0,epma_prescription_dmd
AMPP_NAME,0,epma_prescription_dmd
AMP_NAME,0.141,epma_prescription_dmd
BatchId,1,epma_prescription_dmd
MAPPED_DMD_CODE,1,epma_prescription_dmd
MAPPED_DMD_INVALID,0.205,epma_prescription_dmd
MAPPED_DMD_LEVEL,1,epma_prescription_dmd
MAPPED_DMD_NAME,1,epma_prescription_dmd
MAPPED_DMD_SOURCE,1,epma_prescription_dmd
PRESCRIPTION_ID_HASHED,1,epma_prescription_dmd
ProductionDate,1,epma_prescription_dmd
VMP,0.999,epma_prescription_dmd
VMPP,0,epma_prescription_dmd
VMPP_NAME,0,epma_prescription_dmd
VMP_NAME,0.999,epma_prescription_dmd
VTM,0.946,epma_prescription_dmd
VTM_NAME,0.946,epma_prescription_dmd
archived_on,1,epma_prescription_dmd
ALTERNATIVE_DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
ALTERNATIVE_DOSE_QUANTITY_VALUE,0.753,epma_prescription_dosage
BatchId,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN_REASON,0,epma_prescription_dosage
DOSAGE_SEQUENCE,1,epma_prescription_dosage
DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
DOSE_QUANTITY_VALUE,1,epma_prescription_dosage
END_DATE_TIME,0.27,epma_prescription_dosage
FREQUENCY_DESCRIPTION,0,epma_prescription_dosage
PRESCRIPTION_ID_HASHED,1,epma_prescription_dosage
ProductionDate,1,epma_prescription_dosage
ROUTE_DESCRIPTION,0,epma_prescription_dosage
START_DATE_TIME,1,epma_prescription_dosage
archived_on,1,epma_prescription_dosage
BatchId,1,gdppr
CODE,1,gdppr
DATE,1,gdppr
EPISODE_CONDITION,0.036,gdppr
EPISODE_PRESCRIPTION,0.178,gdppr
ETHNIC,0.374,gdppr
GP_SYSTEM_SUPPLIER,1,gdppr
LINKS,0.014,gdppr
LSOA,1,gdppr
NHS_NUMBER_DEID,1,gdppr
PRACTICE,1,gdppr
PROCESSED_TIMESTAMP,1,gdppr
ProductionDate,1,gdppr
RECORD_DATE,0.999,gdppr
REPORTING_PERIOD_END_DATE,1,gdppr
SEX,1,gdppr
VALUE1_CONDITION,0.297,gdppr
VALUE1_PRESCRIPTION,0.178,gdppr
VALUE2_CONDITION,0.011,gdppr
VALUE2_PRESCRIPTION,0.301,gdppr
YEAR_MONTH_OF_BIRTH,1,gdppr
YEAR_OF_BIRTH,1,gdppr
YEAR_OF_DEATH,0.092,gdppr
archived_on,1,gdppr
AEARRIVALMODE,1,hes_ae
AEATTENDCAT,1,hes_ae
AEATTENDDISP,1,hes_ae
AEATTEND_EXC_PLANNED,1,hes_ae
AEDEPTTYPE,1,hes_ae
AEINCLOCTYPE,1,hes_ae
AEKEY,1,hes_ae
AEKEY_FLAG,1,hes_ae
AEPATGROUP,1,hes_ae
AEREFSOURCE,1,hes_ae
ARRIVALAGE,0.991,hes_ae
ARRIVALAGE_CALC,0.991,hes_ae
ARRIVALDATE,1,hes_ae
ARRIVALTIME,1,hes_ae
AT_GP_PRACTICE,0.826,hes_ae
AT_RESIDENCE,0.826,hes_ae
AT_TREATMENT,0.826,hes_ae
BatchId,1,hes_ae
CANNET,0.98,hes_ae
CANREG,0.98,hes_ae
CCG_GP_PRACTICE,0.826,hes_ae
CCG_RESIDENCE,0.826,hes_ae
CCG_RESPONSIBILITY,0.826,hes_ae
CCG_RESPONSIBILITY_ORIGIN,0.826,hes_ae
CCG_TREATMENT,0.826,hes_ae
CCG_TREATMENT_ORIGIN,0.826,hes_ae
CONCLDUR,0.964,hes_ae
CONCLTIME,1,hes_ae
CR_GP_PRACTICE,0.826,hes_ae
CR_RESIDENCE,0.826,hes_ae
CR_TREATMENT,0.826,hes_ae
DEPDUR,0.992,hes_ae
DEPTIME,1,hes_ae
DIAG2_01,0.71,hes_ae
DIAG2_02,0.082,hes_ae
DIAG2_03,0.006,hes_ae
DIAG2_04,0.002,hes_ae
DIAG2_05,0.001,hes_ae
DIAG2_06,0.001,hes_ae
DIAG2_07,0.001,hes_ae
DIAG2_08,0.001,hes_ae
DIAG2_09,0.001,hes_ae
DIAG2_10,0.001,hes_ae
DIAG2_11,0.001,hes_ae
DIAG2_12,0.001,hes_ae
DIAG3_01,0.659,hes_ae
DIAG3_02,0.071,hes_ae
DIAG3_03,0.005,hes_ae
DIAG3_04,0.002,hes_ae
DIAG3_05,0.001,hes_ae
DIAG3_06,0.001,hes_ae
DIAG3_07,0.001,hes_ae
DIAG3_08,0.001,hes_ae
DIAG3_09,0.001,hes_ae
DIAG3_10,0.001,hes_ae
DIAG3_11,0.001,hes_ae
DIAG3_12,0.001,hes_ae
DIAGA_01,0.348,hes_ae
DIAGA_02,0.039,hes_ae
DIAGA_03,0.003,hes_ae
DIAGA_04,0.001,hes_ae
DIAGA_05,0.001,hes_ae
DIAGA_06,0,hes_ae
DIAGA_07,0,hes_ae
DIAGA_08,0,hes_ae
DIAGA_09,0,hes_ae
DIAGA_10,0,hes_ae
DIAGA_11,0,hes_ae
DIAGA_12,0,hes_ae
DIAGSCHEME,0.752,hes_ae
DIAGS_01,0.208,hes_ae
DIAGS_02,0.023,hes_ae
DIAGS_03,0.002,hes_ae
DIAGS_04,0.001,hes_ae
DIAGS_05,0,hes_ae
DIAGS_06,0,hes_ae
DIAGS_07,0,hes_ae
DIAGS_08,0,hes_ae
DIAGS_09,0,hes_ae
DIAGS_10,0,hes_ae
DIAGS_11,0,hes_ae
DIAGS_12,0,hes_ae
EPIKEY,0.122,hes_ae
ETHNOS,1,hes_ae
FYEAR,1,hes_ae
GORTREAT,1,hes_ae
GPPRAC,1,hes_ae
INITDUR,0.864,hes_ae
INITTIME,1,hes_ae
INVEST2_01,0.846,hes_ae
INVEST2_02,0.411,hes_ae
INVEST2_03,0.228,hes_ae
INVEST2_04,0.193,hes_ae
INVEST2_05,0.16,hes_ae
INVEST2_06,0.131,hes_ae
INVEST2_07,0.086,hes_ae
INVEST2_08,0.07,hes_ae
INVEST2_09,0.054,hes_ae
INVEST2_10,0.046,hes_ae
INVEST2_11,0.034,hes_ae
INVEST2_12,0.03,hes_ae
INVESTSCHEME,0.907,hes_ae
LSOA01,0.98,hes_ae
LSOA11,0.98,hes_ae
MSOA01,0.98,hes_ae
MSOA11,0.98,hes_ae
NER_GP_PRACTICE,0.449,hes_ae
NER_RESIDENCE,0.449,hes_ae
NER_TREATMENT,0.449,hes_ae
PARTYEAR,1,hes_ae
PCON,0.997,hes_ae
PCON_ONS,0.758,hes_ae
PCTCODE_HIS,1,hes_ae
PCTORIG_HIS,1,hes_ae
PCTTREAT,1,hes_ae
PERSON_ID_DEID,1,hes_ae
PROCODE3,1,hes_ae
PROCODE5,1,hes_ae
PROCODET,1,hes_ae
PROCSCHEME,0.203,hes_ae
PROVDIST,0.929,hes_ae
PROVDIST_FLAG,0.943,hes_ae
PURCODE,1,hes_ae
ProductionDate,1,hes_ae
RANK_ORDER,0.122,hes_ae
RESCTY,1,hes_ae
RESCTY_ONS,0.758,hes_ae
RESGOR,1,hes_ae
RESGOR_ONS,0.758,hes_ae
RESLADST,1,hes_ae
RESLADST_ONS,0.758,hes_ae
RESPCT_HIS,1,hes_ae
RESSTHA_HIS,1,hes_ae
SEX,1,hes_ae
SITEDIST,0.239,hes_ae
SITEDIST_FLAG,0.243,hes_ae
SITETRET,0.251,hes_ae
STHATRET,1,hes_ae
SUSHRG,0.913,hes_ae
SUSLDDATE_HIS,1,hes_ae
TREAT2_01,0.846,hes_ae
TREAT2_02,0.512,hes_ae
TREAT2_03,0.228,hes_ae
TREAT2_04,0.132,hes_ae
TREAT2_05,0.077,hes_ae
TREAT2_06,0.047,hes_ae
TREAT2_07,0.027,hes_ae
TREAT2_08,0.02,hes_ae
TREAT2_09,0.016,hes_ae
TREAT2_10,0.014,hes_ae
TREAT2_11,0.009,hes_ae
TREAT2_12,0.008,hes_ae
TREAT3_01,0.842,hes_ae
TREAT3_02,0.508,hes_ae
TREAT3_03,0.228,hes_ae
TREAT3_04,0.132,hes_ae
TREAT3_05,0.077,hes_ae
TREAT3_06,0.047,hes_ae
TREAT3_07,0.027,hes_ae
TREAT3_08,0.02,hes_ae
TREAT3_09,0.016,hes_ae
TREAT3_10,0.014,hes_ae
TREAT3_11,0.009,hes_ae
TREAT3_12,0.008,hes_ae
TREATSCHEME,0.711,hes_ae
TRETDUR,0.901,hes_ae
TRETTIME,1,hes_ae
archived_on,1,hes_ae
ACTIVAGE,0.926,hes_ae_otr
AEKEY,1,hes_ae_otr
APPDATE,0.333,hes_ae_otr
BOOKREFNOPS,0,hes_ae_otr
BatchId,1,hes_ae_otr
CARERSI,1,hes_ae_otr
CDSEXTDATE,0.667,hes_ae_otr
CDSUNIQUEID,0,hes_ae_otr
CDSVERPROTID,1,hes_ae_otr
CSNUM,0.864,hes_ae_otr
CURRWARD,1,hes_ae_otr
CURRWARD_ONS,0.758,hes_ae_otr
DIAG_01,0.71,hes_ae_otr
DIAG_02,0.082,hes_ae_otr
DIAG_03,0.006,hes_ae_otr
DIAG_04,0.002,hes_ae_otr
DIAG_05,0.001,hes_ae_otr
DIAG_06,0.001,hes_ae_otr
DIAG_07,0.001,hes_ae_otr
DIAG_08,0.001,hes_ae_otr
DIAG_09,0.001,hes_ae_otr
DIAG_10,0.001,hes_ae_otr
DIAG_11,0.001,hes_ae_otr
DIAG_12,0.001,hes_ae_otr
DOMPROC,0.007,hes_ae_otr
DUPLICATE_FLAG,0.343,hes_ae_otr
DUPLICATE_FLAG_2,0,hes_ae_otr
ETHRAW,0.742,hes_ae_otr
ETHRAWL,0.055,hes_ae_otr
FYEAR,1,hes_ae_otr
GPPRPCT,1,hes_ae_otr
GPPRSTHA,1,hes_ae_otr
HATREAT,1,hes_ae_otr
HOMEADDPS,0,hes_ae_otr
HRGNHS,0.323,hes_ae_otr
HRGNHSVN,0.344,hes_ae_otr
IMD04,0.976,hes_ae_otr
IMD04C,0.976,hes_ae_otr
IMD04ED,0.976,hes_ae_otr
IMD04EM,0.976,hes_ae_otr
IMD04HD,0.976,hes_ae_otr
IMD04HS,0.976,hes_ae_otr
IMD04I,0.976,hes_ae_otr
IMD04IA,0.976,hes_ae_otr
IMD04IC,0.976,hes_ae_otr
IMD04LE,0.976,hes_ae_otr
IMD04RK,0.976,hes_ae_otr
IMD04_DECILE,0.976,hes_ae_otr
INVEST_01,0.846,hes_ae_otr
INVEST_02,0.411,hes_ae_otr
INVEST_03,0.228,hes_ae_otr
INVEST_04,0.193,hes_ae_otr
INVEST_05,0.16,hes_ae_otr
INVEST_06,0.131,hes_ae_otr
INVEST_07,0.086,hes_ae_otr
INVEST_08,0.07,hes_ae_otr
INVEST_09,0.054,hes_ae_otr
INVEST_10,0.046,hes_ae_otr
INVEST_11,0.034,hes_ae_otr
INVEST_12,0.03,hes_ae_otr
LCAIND,0,hes_ae_otr
MARSTAT,0,hes_ae_otr
NEWNHSNO_CHECK,0.945,hes_ae_otr
NHSNOIND,0.992,hes_ae_otr
NODIAGS,1,hes_ae_otr
NOINVESTS,1,hes_ae_otr
NOTREATS,1,hes_ae_otr
OACODE6,1,hes_ae_otr
ORGPPPID,0.039,hes_ae_otr
PARTYEAR,1,hes_ae_otr
PCFOUND,1,hes_ae_otr
PCTCODE02,0.392,hes_ae_otr
PCTCODE06,1,hes_ae_otr
PCTNHS,0.981,hes_ae_otr
PCTORIG02,0.392,hes_ae_otr
PCTORIG06,1,hes_ae_otr
PEREND,0.667,hes_ae_otr
PERSON_ID_DEID,1,hes_ae_otr
PGPPRAC,1,hes_ae_otr
POSTDIST,0.996,hes_ae_otr
PREGGMP,1,hes_ae_otr
PROCODE,1,hes_ae_otr
PROCODEO,0.949,hes_ae_otr
PROTYPE,1,hes_ae_otr
PURSTHA,0.392,hes_ae_otr
PURVAL,1,hes_ae_otr
ProductionDate,1,hes_ae_otr
RESHA,1,hes_ae_otr
RESPCT02,0.392,hes_ae_otr
RESPCT06,1,hes_ae_otr
RESRO,1,hes_ae_otr
RESSTHA02,0.392,hes_ae_otr
RESSTHA06,1,hes_ae_otr
ROTREAT,1,hes_ae_otr
RTTPEREND,0.006,hes_ae_otr
RTTPERSTART,0.006,hes_ae_otr
RTTPERSTAT,0.039,hes_ae_otr
RURURB_IND,0.98,hes_ae_otr
SUBDATE,1,hes_ae_otr
SUSHRGINFO,0.128,hes_ae_otr
SUSHRGVERINFO,0.128,hes_ae_otr
SUSHRGVERS,0.905,hes_ae_otr
SUSLDDATE,1,hes_ae_otr
SUSRECID,1,hes_ae_otr
SUSSPELLID,0.921,hes_ae_otr
TREAT_01,0.846,hes_ae_otr
TREAT_02,0.512,hes_ae_otr
TREAT_03,0.228,hes_ae_otr
TREAT_04,0.132,hes_ae_otr
TREAT_05,0.077,hes_ae_otr
TREAT_06,0.047,hes_ae_otr
TREAT_07,0.027,hes_ae_otr
TREAT_08,0.02,hes_ae_otr
TREAT_09,0.016,hes_ae_otr
TREAT_10,0.014,hes_ae_otr
TREAT_11,0.009,hes_ae_otr
TREAT_12,0.008,hes_ae_otr
WAITDAYS,0.001,hes_ae_otr
WARD91,1,hes_ae_otr
archived_on,1,hes_ae_otr
ACPDISP_1,0.793,hes_apc_acp
ACPDISP_2,0.093,hes_apc_acp
ACPDISP_3,0.02,hes_apc_acp
ACPDISP_4,0.007,hes_apc_acp
ACPDISP_5,0.004,hes_apc_acp
ACPDISP_6,0.003,hes_apc_acp
ACPDISP_7,0.002,hes_apc_acp
ACPDISP_8,0.003,hes_apc_acp
ACPDISP_9,0.006,hes_apc_acp
ACPDQIND_1,0.41,hes_apc_acp
ACPDQIND_2,0.053,hes_apc_acp
ACPDQIND_3,0.012,hes_apc_acp
ACPDQIND_4,0.005,hes_apc_acp
ACPDQIND_5,0.003,hes_apc_acp
ACPDQIND_6,0.002,hes_apc_acp
ACPDQIND_7,0.002,hes_apc_acp
ACPDQIND_8,0.002,hes_apc_acp
ACPDQIND_9,0.001,hes_apc_acp
ACPEND_1,0.772,hes_apc_acp
ACPEND_2,0.09,hes_apc_acp
ACPEND_3,0.019,hes_apc_acp
ACPEND_4,0.007,hes_apc_acp
ACPEND_5,0.004,hes_apc_acp
ACPEND_6,0.003,hes_apc_acp
ACPEND_7,0.002,hes_apc_acp
ACPEND_8,0.003,hes_apc_acp
ACPEND_9,0.006,hes_apc_acp
ACPLOC_1,0.797,hes_apc_acp
ACPLOC_2,0.094,hes_apc_acp
ACPLOC_3,0.02,hes_apc_acp
ACPLOC_4,0.008,hes_apc_acp
ACPLOC_5,0.004,hes_apc_acp
ACPLOC_6,0.003,hes_apc_acp
ACPLOC_7,0.002,hes_apc_acp
ACPLOC_8,0.003,hes_apc_acp
ACPLOC_9,0.006,hes_apc_acp
ACPN_1,0.914,hes_apc_acp
ACPN_2,0.206,hes_apc_acp
