column_name,completeness,dataset
OrganisationId,0.51,covid_antigen_testing_pillar2
ParliamentaryConstituency,1,covid_antigen_testing_pillar2
Person_ID_DEID,1,covid_antigen_testing_pillar2
PostCodeCountry,0.999,covid_antigen_testing_pillar2
ProcessTime,0.011,covid_antigen_testing_pillar2
ProcessingLabCode,1,covid_antigen_testing_pillar2
RecordCreatedDate,1,covid_antigen_testing_pillar2
ResultInfo,0.003,covid_antigen_testing_pillar2
STP,1,covid_antigen_testing_pillar2
SampleCreationDate,0.056,covid_antigen_testing_pillar2
SpecimenID,1,covid_antigen_testing_pillar2
SpecimenProcessedDate,1,covid_antigen_testing_pillar2
SubjectID,1,covid_antigen_testing_pillar2
TestCentreCountry,0.156,covid_antigen_testing_pillar2
TestCentreCountryName,0.061,covid_antigen_testing_pillar2
TestCentreID,1,covid_antigen_testing_pillar2
TestCentreRefDataPostcode,0.152,covid_antigen_testing_pillar2
TestEndDate,1,covid_antigen_testing_pillar2
TestLocation,0.945,covid_antigen_testing_pillar2
TestResult,1,covid_antigen_testing_pillar2
TestStartDate,1,covid_antigen_testing_pillar2
TestType,0.983,covid_antigen_testing_pillar2
WorkOrStudyStatus,0.245,covid_antigen_testing_pillar2
WorkStatus,0.145,covid_antigen_testing_pillar2
CANCELLED_FLAG,1,deaths
CCGPOD,0.114,deaths
CCGR,0.148,deaths
COR_AREA_NAME,0,deaths
COR_INQ_DATES,0,deaths
CTYDR,0.802,deaths
CTYR,0.802,deaths
DEC_BIRTH_COUNTRY_CODE,1,deaths
DEC_CONF_NHS_NUMBER_CLEAN_DEID,0.993,deaths
DEC_OCC_TYPE,1,deaths
DEC_RETIRED_IND,0.237,deaths
GORR,0.664,deaths
HAUTPOD,0.558,deaths
HAUTR,0.698,deaths
HROR,0.698,deaths
ICD9_ORIG_MENTION_1,0.274,deaths
ICD9_ORIG_MENTION_10,0,deaths
ICD9_ORIG_MENTION_11,0,deaths
ICD9_ORIG_MENTION_12,0,deaths
ICD9_ORIG_MENTION_13,0,deaths
ICD9_ORIG_MENTION_14,0,deaths
ICD9_ORIG_MENTION_15,0,deaths
ICD9_ORIG_MENTION_2,0.205,deaths
ICD9_ORIG_MENTION_3,0.092,deaths
ICD9_ORIG_MENTION_4,0.033,deaths
ICD9_ORIG_MENTION_5,0.011,deaths
ICD9_ORIG_MENTION_6,0.004,deaths
ICD9_ORIG_MENTION_7,0.001,deaths
ICD9_ORIG_MENTION_8,0,deaths
ICD9_ORIG_MENTION_9,0,deaths
LSOAR,0.158,deaths
NEO_NATE_FLAG,0.2,deaths
OUT_SECCATDM,0.247,deaths
OUT_SECCATHF,0.129,deaths
PCDIND,0.271,deaths
POD_CODE,1,deaths
POD_ESTABLISHMENT_TYPE,0.762,deaths
POD_NHS_ESTABLISHMENT,0.762,deaths
REG_DATE,1,deaths
REG_DATE_OF_DEATH,1,deaths
REG_DISTRICT_CODE,1,deaths
REG_DISTRICT_NAME,0.997,deaths
REG_SUB_DISTRICT_CODE,1,deaths
REG_SUB_DISTRICT_NAME,0.803,deaths
SOC2KDM,0.24,deaths
SOC2KHF,0.121,deaths
S_COD_CODE_1,0.771,deaths
S_COD_CODE_10,0.001,deaths
S_COD_CODE_11,0.001,deaths
S_COD_CODE_12,0,deaths
S_COD_CODE_13,0,deaths
S_COD_CODE_14,0,deaths
S_COD_CODE_15,0,deaths
S_COD_CODE_2,0.591,deaths
S_COD_CODE_3,0.355,deaths
S_COD_CODE_4,0.186,deaths
S_COD_CODE_5,0.089,deaths
S_COD_CODE_6,0.04,deaths
S_COD_CODE_7,0.017,deaths
S_COD_CODE_8,0.007,deaths
S_COD_CODE_9,0.003,deaths
S_INJURY_EXTERNAL,0.035,deaths
S_UNDERLYING_COD_ICD10,0.771,deaths
S_UNDERLYING_COD_ICD9,0.274,deaths
UTLA9POD,0.074,deaths
UTLA9R,0.096,deaths
WARDR,0.802,deaths
ADMINISTERED_DATE_TIME,0.727,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration
LAST_UPDATED_DATE,1,epma_administration
MEDICATION_NAME,1,epma_administration
NHS_NUMBER_DEID,0.949,epma_administration
ODS_CODE,1,epma_administration
PATIENT_AGE,0.948,epma_administration
PATIENT_GENDER,0.947,epma_administration
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.918,epma_administration
PATIENT_GP_PRACTICE_LA_DISTRICT,0.923,epma_administration
PATIENT_GP_PRACTICE_ODS_CODE,0.924,epma_administration
PATIENT_LOCATION_CCG_ODS_CODE,0.933,epma_administration
PATIENT_LSOA,0.931,epma_administration
PRESCRIPTION_ID_HASHED,0.958,epma_administration
REASON_GIVEN_OR_NOT_GIVEN,0,epma_administration
RECORDED_DATE_TIME,1,epma_administration
REPORTED_DATE_TIME,1,epma_administration
SCHEDULED_DATE_TIME,1,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration_dmd
AMP,0.175,epma_administration_dmd
AMPP,0,epma_administration_dmd
AMPP_NAME,0,epma_administration_dmd
AMP_NAME,0.175,epma_administration_dmd
MAPPED_DMD_CODE,1,epma_administration_dmd
MAPPED_DMD_INVALID,0.174,epma_administration_dmd
MAPPED_DMD_LEVEL,1,epma_administration_dmd
MAPPED_DMD_NAME,1,epma_administration_dmd
MAPPED_DMD_SOURCE,1,epma_administration_dmd
VMP,0.999,epma_administration_dmd
VMPP,0,epma_administration_dmd
VMPP_NAME,0,epma_administration_dmd
VMP_NAME,0.999,epma_administration_dmd
VTM,0.893,epma_administration_dmd
VTM_NAME,0.893,epma_administration_dmd
ADMINISTRATION_ID_HASHED,1,epma_administration_dosage
DOSAGEAS_NEEDEDBOOLEAN,1,epma_administration_dosage
ROUTEINTEXT,0,epma_administration_dosage
EFFECTIVE_FROM,1,epma_prescription
FORM,0.959,epma_prescription
GROUP_TYPE,0.186,epma_prescription
INITIAL_AUTHORISED_DATE_TIME,1,epma_prescription
LAST_AUTHORISED_DATE_TIME,1,epma_prescription
LINK_FROM,0.117,epma_prescription
LINK_TO,0.117,epma_prescription
MEDICATION_NAME,1,epma_prescription
NHS_NUMBER_DEID,0.94,epma_prescription
ODS_CODE,1,epma_prescription
ORDER_ID,1,epma_prescription
PATIENT_AGE,0.939,epma_prescription
PATIENT_GENDER,0.938,epma_prescription
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_GP_PRACTICE_LA_DISTRICT,0.93,epma_prescription
PATIENT_GP_PRACTICE_ODS_CODE,0.931,epma_prescription
PATIENT_LOCATION_CCG_ODS_CODE,0.927,epma_prescription
PATIENT_LSOA,0.926,epma_prescription
PRESCRIPTION_ID_HASHED,1,epma_prescription
REPORTED_DATE_TIME,1,epma_prescription
STATUS,1,epma_prescription
TYPE,1,epma_prescription
VERSION,1,epma_prescription
CHEMICAL,0.984,epma_prescription_chemical
PRESCRIPTION_ID_HASHED,1,epma_prescription_chemical
STRENGTH_TEXT,0.854,epma_prescription_chemical
AMP,0.141,epma_prescription_dmd
AMPP,0,epma_prescription_dmd
AMPP_NAME,0,epma_prescription_dmd
AMP_NAME,0.141,epma_prescription_dmd
MAPPED_DMD_CODE,1,epma_prescription_dmd
MAPPED_DMD_INVALID,0.165,epma_prescription_dmd
MAPPED_DMD_LEVEL,1,epma_prescription_dmd
MAPPED_DMD_NAME,1,epma_prescription_dmd
MAPPED_DMD_SOURCE,1,epma_prescription_dmd
PRESCRIPTION_ID_HASHED,1,epma_prescription_dmd
VMP,0.999,epma_prescription_dmd
VMPP,0,epma_prescription_dmd
VMPP_NAME,0,epma_prescription_dmd
VMP_NAME,0.999,epma_prescription_dmd
VTM,0.946,epma_prescription_dmd
VTM_NAME,0.946,epma_prescription_dmd
ALTERNATIVE_DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
ALTERNATIVE_DOSE_QUANTITY_VALUE,0.753,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN_REASON,0,epma_prescription_dosage
DOSAGE_SEQUENCE,1,epma_prescription_dosage
DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
DOSE_QUANTITY_VALUE,1,epma_prescription_dosage
END_DATE_TIME,0.27,epma_prescription_dosage
FREQUENCY_DESCRIPTION,0,epma_prescription_dosage
PRESCRIPTION_ID_HASHED,1,epma_prescription_dosage
ROUTE_DESCRIPTION,0,epma_prescription_dosage
START_DATE_TIME,1,epma_prescription_dosage
CODE,1,gdppr
DATE,1,gdppr
EPISODE_CONDITION,0.043,gdppr
EPISODE_PRESCRIPTION,0.171,gdppr
ETHNIC,0.396,gdppr
GP_SYSTEM_SUPPLIER,1,gdppr
LINKS,0.018,gdppr
LSOA,0.999,gdppr
NHS_NUMBER_DEID,1,gdppr
PRACTICE,1,gdppr
PROCESSED_TIMESTAMP,1,gdppr
RECORD_DATE,0.999,gdppr
REPORTING_PERIOD_END_DATE,1,gdppr
SEX,1,gdppr
VALUE1_CONDITION,0.292,gdppr
VALUE1_PRESCRIPTION,0.171,gdppr
VALUE2_CONDITION,0.011,gdppr
VALUE2_PRESCRIPTION,0.286,gdppr
YEAR_MONTH_OF_BIRTH,1,gdppr
YEAR_OF_BIRTH,1,gdppr
YEAR_OF_DEATH,0.075,gdppr
AEARRIVALMODE,1,hes_ae_all_years
AEATTENDCAT,1,hes_ae_all_years
AEATTENDDISP,1,hes_ae_all_years
AEATTEND_EXC_PLANNED,1,hes_ae_all_years
AEDEPTTYPE,1,hes_ae_all_years
AEINCLOCTYPE,1,hes_ae_all_years
AEKEY,1,hes_ae_all_years
AEKEY_FLAG,1,hes_ae_all_years
AEPATGROUP,1,hes_ae_all_years
AEREFSOURCE,1,hes_ae_all_years
ARRIVALAGE,0.988,hes_ae_all_years
ARRIVALAGE_CALC,0.988,hes_ae_all_years
ARRIVALDATE,1,hes_ae_all_years
ARRIVALTIME,1,hes_ae_all_years
AT_GP_PRACTICE,0.719,hes_ae_all_years
AT_RESIDENCE,0.719,hes_ae_all_years
AT_TREATMENT,0.719,hes_ae_all_years
CANNET,0.843,hes_ae_all_years
CANREG,0.978,hes_ae_all_years
CCG_GP_PRACTICE,0.86,hes_ae_all_years
CCG_RESIDENCE,0.86,hes_ae_all_years
CCG_RESPONSIBILITY,0.86,hes_ae_all_years
CCG_RESPONSIBILITY_ORIGIN,0.86,hes_ae_all_years
CCG_TREATMENT,0.86,hes_ae_all_years
CCG_TREATMENT_ORIGIN,0.86,hes_ae_all_years
CONCLDUR,0.844,hes_ae_all_years
CONCLTIME,1,hes_ae_all_years
CR_GP_PRACTICE,0.86,hes_ae_all_years
CR_RESIDENCE,0.86,hes_ae_all_years
CR_TREATMENT,0.86,hes_ae_all_years
DEPDUR,0.992,hes_ae_all_years
DEPTIME,1,hes_ae_all_years
DIAG2_01,0.632,hes_ae_all_years
DIAG2_02,0.071,hes_ae_all_years
DIAG2_03,0.005,hes_ae_all_years
DIAG2_04,0.002,hes_ae_all_years
DIAG2_05,0.001,hes_ae_all_years
DIAG2_06,0.001,hes_ae_all_years
DIAG2_07,0.001,hes_ae_all_years
DIAG2_08,0.001,hes_ae_all_years
DIAG2_09,0.001,hes_ae_all_years
DIAG2_10,0.001,hes_ae_all_years
DIAG2_11,0.001,hes_ae_all_years
DIAG2_12,0.001,hes_ae_all_years
DIAG3_01,0.591,hes_ae_all_years
DIAG3_02,0.062,hes_ae_all_years
DIAG3_03,0.005,hes_ae_all_years
DIAG3_04,0.002,hes_ae_all_years
DIAG3_05,0.001,hes_ae_all_years
DIAG3_06,0.001,hes_ae_all_years
DIAG3_07,0.001,hes_ae_all_years
DIAG3_08,0.001,hes_ae_all_years
DIAG3_09,0.001,hes_ae_all_years
DIAG3_10,0.001,hes_ae_all_years
DIAG3_11,0.001,hes_ae_all_years
DIAG3_12,0.001,hes_ae_all_years
DIAGA_01,0.304,hes_ae_all_years
DIAGA_02,0.033,hes_ae_all_years
DIAGA_03,0.003,hes_ae_all_years
DIAGA_04,0.001,hes_ae_all_years
DIAGA_05,0,hes_ae_all_years
DIAGA_06,0,hes_ae_all_years
DIAGA_07,0,hes_ae_all_years
DIAGA_08,0,hes_ae_all_years
DIAGA_09,0,hes_ae_all_years
DIAGA_10,0,hes_ae_all_years
DIAGA_11,0,hes_ae_all_years
DIAGA_12,0,hes_ae_all_years
DIAGSCHEME,0.8,hes_ae_all_years
DIAGS_01,0.167,hes_ae_all_years
DIAGS_02,0.018,hes_ae_all_years
DIAGS_03,0.002,hes_ae_all_years
DIAGS_04,0.001,hes_ae_all_years
DIAGS_05,0,hes_ae_all_years
DIAGS_06,0,hes_ae_all_years
DIAGS_07,0,hes_ae_all_years
DIAGS_08,0,hes_ae_all_years
DIAGS_09,0,hes_ae_all_years
DIAGS_10,0,hes_ae_all_years
DIAGS_11,0,hes_ae_all_years
DIAGS_12,0,hes_ae_all_years
EPIKEY,0.134,hes_ae_all_years
ETHNOS,1,hes_ae_all_years
FYEAR,1,hes_ae_all_years
GORTREAT,1,hes_ae_all_years
GPPRAC,1,hes_ae_all_years
INITDUR,0.874,hes_ae_all_years
INITTIME,1,hes_ae_all_years
INVEST2_01,0.823,hes_ae_all_years
INVEST2_02,0.406,hes_ae_all_years
INVEST2_03,0.248,hes_ae_all_years
INVEST2_04,0.213,hes_ae_all_years
INVEST2_05,0.179,hes_ae_all_years
INVEST2_06,0.147,hes_ae_all_years
INVEST2_07,0.103,hes_ae_all_years
INVEST2_08,0.082,hes_ae_all_years
INVEST2_09,0.063,hes_ae_all_years
INVEST2_10,0.051,hes_ae_all_years
INVEST2_11,0.037,hes_ae_all_years
INVEST2_12,0.031,hes_ae_all_years
INVESTSCHEME,0.925,hes_ae_all_years
LSOA01,0.978,hes_ae_all_years
LSOA11,0.978,hes_ae_all_years
MSOA01,0.978,hes_ae_all_years
MSOA11,0.978,hes_ae_all_years
NER_GP_PRACTICE,0.557,hes_ae_all_years
NER_RESIDENCE,0.557,hes_ae_all_years
NER_TREATMENT,0.557,hes_ae_all_years
PARTYEAR,1,hes_ae_all_years
PCON,0.857,hes_ae_all_years
PCON_ONS,0.805,hes_ae_all_years
PCTCODE_HIS,0.859,hes_ae_all_years
PCTORIG_HIS,0.859,hes_ae_all_years
PCTTREAT,0.859,hes_ae_all_years
PERSON_ID_DEID,1,hes_ae_all_years
PROCODE3,1,hes_ae_all_years
PROCODE5,1,hes_ae_all_years
PROCODET,1,hes_ae_all_years
PROCSCHEME,0.164,hes_ae_all_years
PROVDIST,0.936,hes_ae_all_years
PROVDIST_FLAG,0.954,hes_ae_all_years
PURCODE,1,hes_ae_all_years
RANK_ORDER,0.111,hes_ae_all_years
RESCTY,0.859,hes_ae_all_years
RESCTY_ONS,0.805,hes_ae_all_years
RESGOR,0.859,hes_ae_all_years
RESGOR_ONS,0.805,hes_ae_all_years
RESLADST,0.859,hes_ae_all_years
RESLADST_ONS,0.805,hes_ae_all_years
RESPCT_HIS,0.859,hes_ae_all_years
RESSTHA_HIS,0.859,hes_ae_all_years
SEX,1,hes_ae_all_years
SITEDIST,0.38,hes_ae_all_years
SITEDIST_FLAG,0.388,hes_ae_all_years
SITETRET,0.397,hes_ae_all_years
STHATRET,0.859,hes_ae_all_years
SUSHRG,0.919,hes_ae_all_years
SUSLDDATE_HIS,0.859,hes_ae_all_years
TREAT2_01,0.839,hes_ae_all_years
TREAT2_02,0.493,hes_ae_all_years
TREAT2_03,0.229,hes_ae_all_years
TREAT2_04,0.131,hes_ae_all_years
TREAT2_05,0.076,hes_ae_all_years
TREAT2_06,0.046,hes_ae_all_years
TREAT2_07,0.026,hes_ae_all_years
TREAT2_08,0.018,hes_ae_all_years
TREAT2_09,0.014,hes_ae_all_years
TREAT2_10,0.012,hes_ae_all_years
TREAT2_11,0.008,hes_ae_all_years
TREAT2_12,0.007,hes_ae_all_years
TREAT3_01,0.835,hes_ae_all_years
TREAT3_02,0.49,hes_ae_all_years
TREAT3_03,0.229,hes_ae_all_years
TREAT3_04,0.131,hes_ae_all_years
TREAT3_05,0.076,hes_ae_all_years
TREAT3_06,0.046,hes_ae_all_years
TREAT3_07,0.026,hes_ae_all_years
TREAT3_08,0.018,hes_ae_all_years
TREAT3_09,0.014,hes_ae_all_years
TREAT3_10,0.012,hes_ae_all_years
TREAT3_11,0.008,hes_ae_all_years
TREAT3_12,0.007,hes_ae_all_years
TREATSCHEME,0.572,hes_ae_all_years
TRETDUR,0.898,hes_ae_all_years
TRETTIME,1,hes_ae_all_years
ACTIVAGE,0.94,hes_ae_otr_all_years
AEKEY,1,hes_ae_otr_all_years
APPDATE,0.337,hes_ae_otr_all_years
BOOKREFNOPS,0,hes_ae_otr_all_years
CARERSI,1,hes_ae_otr_all_years
CDSEXTDATE,0.663,hes_ae_otr_all_years
CDSUNIQUEID,0,hes_ae_otr_all_years
CDSVERPROTID,1,hes_ae_otr_all_years
CSNUM,0.836,hes_ae_otr_all_years
CURRWARD,0.859,hes_ae_otr_all_years
CURRWARD_ONS,0.806,hes_ae_otr_all_years
DIAG_01,0.631,hes_ae_otr_all_years
DIAG_02,0.071,hes_ae_otr_all_years
DIAG_03,0.005,hes_ae_otr_all_years
DIAG_04,0.002,hes_ae_otr_all_years
DIAG_05,0.001,hes_ae_otr_all_years
DIAG_06,0.001,hes_ae_otr_all_years
DIAG_07,0.001,hes_ae_otr_all_years
DIAG_08,0.001,hes_ae_otr_all_years
DIAG_09,0.001,hes_ae_otr_all_years
DIAG_10,0.001,hes_ae_otr_all_years
DIAG_11,0.001,hes_ae_otr_all_years
DIAG_12,0.001,hes_ae_otr_all_years
DOMPROC,0.005,hes_ae_otr_all_years
DUPLICATE_FLAG,0.277,hes_ae_otr_all_years
DUPLICATE_FLAG_2,0,hes_ae_otr_all_years
ETHRAW,0.79,hes_ae_otr_all_years
ETHRAWL,0.059,hes_ae_otr_all_years
FYEAR,1,hes_ae_otr_all_years
GPPRPCT,0.859,hes_ae_otr_all_years
GPPRSTHA,0.859,hes_ae_otr_all_years
HATREAT,0.859,hes_ae_otr_all_years
HOMEADDPS,0,hes_ae_otr_all_years
HRGNHS,0.26,hes_ae_otr_all_years
HRGNHSVN,0.277,hes_ae_otr_all_years
IMD04,0.974,hes_ae_otr_all_years
IMD04C,0.974,hes_ae_otr_all_years
IMD04ED,0.974,hes_ae_otr_all_years
IMD04EM,0.974,hes_ae_otr_all_years
IMD04HD,0.974,hes_ae_otr_all_years
IMD04HS,0.974,hes_ae_otr_all_years
IMD04I,0.974,hes_ae_otr_all_years
IMD04IA,0.974,hes_ae_otr_all_years
IMD04IC,0.974,hes_ae_otr_all_years
IMD04LE,0.974,hes_ae_otr_all_years
IMD04RK,0.974,hes_ae_otr_all_years
IMD04_DECILE,0.974,hes_ae_otr_all_years
INVEST_01,0.822,hes_ae_otr_all_years
INVEST_02,0.406,hes_ae_otr_all_years
INVEST_03,0.248,hes_ae_otr_all_years
INVEST_04,0.213,hes_ae_otr_all_years
INVEST_05,0.179,hes_ae_otr_all_years
INVEST_06,0.147,hes_ae_otr_all_years
INVEST_07,0.103,hes_ae_otr_all_years
INVEST_08,0.082,hes_ae_otr_all_years
INVEST_09,0.063,hes_ae_otr_all_years
INVEST_10,0.051,hes_ae_otr_all_years
INVEST_11,0.037,hes_ae_otr_all_years
INVEST_12,0.031,hes_ae_otr_all_years
LCAIND,0,hes_ae_otr_all_years
MARSTAT,0,hes_ae_otr_all_years
NEWNHSNO_CHECK,0.949,hes_ae_otr_all_years
NHSNOIND,0.994,hes_ae_otr_all_years
NODIAGS,1,hes_ae_otr_all_years
NOINVESTS,1,hes_ae_otr_all_years
NOTREATS,1,hes_ae_otr_all_years
OACODE6,0.859,hes_ae_otr_all_years
ORGPPPID,0.051,hes_ae_otr_all_years
PARTYEAR,1,hes_ae_otr_all_years
PCFOUND,1,hes_ae_otr_all_years
PCTCODE02,0.315,hes_ae_otr_all_years
PCTCODE06,0.859,hes_ae_otr_all_years
PCTNHS,0.976,hes_ae_otr_all_years
PCTORIG02,0.315,hes_ae_otr_all_years
PCTORIG06,0.859,hes_ae_otr_all_years
PEREND,0.663,hes_ae_otr_all_years
PERSON_ID_DEID,1,hes_ae_otr_all_years
PGPPRAC,1,hes_ae_otr_all_years
POSTDIST,0.992,hes_ae_otr_all_years
PREGGMP,1,hes_ae_otr_all_years
PROCODE,1,hes_ae_otr_all_years
PROCODEO,0.959,hes_ae_otr_all_years
PROTYPE,1,hes_ae_otr_all_years
PURSTHA,0.315,hes_ae_otr_all_years
PURVAL,1,hes_ae_otr_all_years
RESHA,0.859,hes_ae_otr_all_years
RESPCT02,0.315,hes_ae_otr_all_years
RESPCT06,0.859,hes_ae_otr_all_years
RESRO,0.859,hes_ae_otr_all_years
RESSTHA02,0.315,hes_ae_otr_all_years
RESSTHA06,0.859,hes_ae_otr_all_years
ROTREAT,0.859,hes_ae_otr_all_years
RTTPEREND,0.005,hes_ae_otr_all_years
RTTPERSTART,0.005,hes_ae_otr_all_years
RTTPERSTAT,0.051,hes_ae_otr_all_years
RURURB_IND,0.977,hes_ae_otr_all_years
SUBDATE,1,hes_ae_otr_all_years
SUSHRGINFO,0.103,hes_ae_otr_all_years
SUSHRGVERINFO,0.103,hes_ae_otr_all_years
SUSHRGVERS,0.913,hes_ae_otr_all_years
SUSLDDATE,1,hes_ae_otr_all_years
SUSRECID,1,hes_ae_otr_all_years
SUSSPELLID,0.937,hes_ae_otr_all_years
TREAT_01,0.838,hes_ae_otr_all_years
TREAT_02,0.493,hes_ae_otr_all_years
TREAT_03,0.229,hes_ae_otr_all_years
TREAT_04,0.131,hes_ae_otr_all_years
TREAT_05,0.076,hes_ae_otr_all_years
TREAT_06,0.046,hes_ae_otr_all_years
TREAT_07,0.026,hes_ae_otr_all_years
TREAT_08,0.018,hes_ae_otr_all_years
TREAT_09,0.014,hes_ae_otr_all_years
TREAT_10,0.012,hes_ae_otr_all_years
TREAT_11,0.008,hes_ae_otr_all_years
TREAT_12,0.007,hes_ae_otr_all_years
WAITDAYS,0,hes_ae_otr_all_years
WARD91,0.859,hes_ae_otr_all_years
ACPDISP_1,0.793,hes_apc_acp_all_years
ACPDISP_2,0.093,hes_apc_acp_all_years
ACPDISP_3,0.02,hes_apc_acp_all_years
ACPDISP_4,0.007,hes_apc_acp_all_years
ACPDISP_5,0.004,hes_apc_acp_all_years
ACPDISP_6,0.003,hes_apc_acp_all_years
ACPDISP_7,0.002,hes_apc_acp_all_years
ACPDISP_8,0.003,hes_apc_acp_all_years
ACPDISP_9,0.006,hes_apc_acp_all_years
ACPDQIND_1,0.41,hes_apc_acp_all_years
ACPDQIND_2,0.053,hes_apc_acp_all_years
ACPDQIND_3,0.012,hes_apc_acp_all_years
ACPDQIND_4,0.005,hes_apc_acp_all_years
ACPDQIND_5,0.003,hes_apc_acp_all_years
ACPDQIND_6,0.002,hes_apc_acp_all_years
ACPDQIND_7,0.002,hes_apc_acp_all_years
ACPDQIND_8,0.002,hes_apc_acp_all_years
ACPDQIND_9,0.001,hes_apc_acp_all_years
