column_name,completeness,dataset
NonDigitalUser,1,covid_antibody_testing_pillar3
Occupation,0.49082021,covid_antibody_testing_pillar3
OrganisationId,0.0038384,covid_antibody_testing_pillar3
ParliamentaryConstituency,0.99897403,covid_antibody_testing_pillar3
Person_ID_DEID,1,covid_antibody_testing_pillar3
ProcessingLabCode,1,covid_antibody_testing_pillar3
ProductionDate,1,covid_antibody_testing_pillar3
RecordCreatedDate,1,covid_antibody_testing_pillar3
ResultValueUnitOfMeasure,0.98416303,covid_antibody_testing_pillar3
STP,0.99897403,covid_antibody_testing_pillar3
SpecimenID,1,covid_antibody_testing_pillar3
SpecimenProcessedDate,1,covid_antibody_testing_pillar3
SubjectID,1,covid_antibody_testing_pillar3
TestCentreID,1,covid_antibody_testing_pillar3
TestEndDate,1,covid_antibody_testing_pillar3
TestKit,0.67022865,covid_antibody_testing_pillar3
TestLocation,1,covid_antibody_testing_pillar3
TestResult,1,covid_antibody_testing_pillar3
TestStartDate,1,covid_antibody_testing_pillar3
TestType,1,covid_antibody_testing_pillar3
WorkStatus,0.10164092,covid_antibody_testing_pillar3
archived_on,1,covid_antibody_testing_pillar3
AdministrationMethod,0.85214197,covid_antigen_testing_pillar2
AppointmentDate,0.99952904,covid_antigen_testing_pillar2
BatchId,1,covid_antigen_testing_pillar2
CareHomeRole,0.00968907,covid_antigen_testing_pillar2
Country,0.9961401,covid_antigen_testing_pillar2
CountryCode,1,covid_antigen_testing_pillar2
County,0.99999702,covid_antigen_testing_pillar2
CovidSymptomatic,0.96720998,covid_antigen_testing_pillar2
DateOfOnset,0.0828694,covid_antigen_testing_pillar2
IndustrySector,0.18120024,covid_antigen_testing_pillar2
KeyWorkerID,0.12252045,covid_antigen_testing_pillar2
KeyWorkerType,0.12252045,covid_antigen_testing_pillar2
LocalAuthority,0.99999664,covid_antigen_testing_pillar2
NHSRegion,0.99990971,covid_antigen_testing_pillar2
NonDigitalUser,0.98273622,covid_antigen_testing_pillar2
Occupation,0.29901732,covid_antigen_testing_pillar2
OccupationTitle,0.29784705,covid_antigen_testing_pillar2
OrganisationId,0.50935797,covid_antigen_testing_pillar2
ParliamentaryConstituency,0.9999101,covid_antigen_testing_pillar2
Person_ID_DEID,0.99994858,covid_antigen_testing_pillar2
PostCodeCountry,0.99906891,covid_antigen_testing_pillar2
ProcessTime,0.0112611,covid_antigen_testing_pillar2
ProcessingLabCode,0.99951854,covid_antigen_testing_pillar2
ProductionDate,1,covid_antigen_testing_pillar2
RecordCreatedDate,0.99952904,covid_antigen_testing_pillar2
ResultInfo,0.0029072,covid_antigen_testing_pillar2
STP,0.99999641,covid_antigen_testing_pillar2
SampleCreationDate,0.05555718,covid_antigen_testing_pillar2
SpecimenID,1,covid_antigen_testing_pillar2
SpecimenProcessedDate,0.99952787,covid_antigen_testing_pillar2
SubjectID,0.99959248,covid_antigen_testing_pillar2
TestCentreCountry,0.15633523,covid_antigen_testing_pillar2
TestCentreCountryName,0.06056104,covid_antigen_testing_pillar2
TestCentreID,0.99999991,covid_antigen_testing_pillar2
TestCentreRefDataPostcode,0.15160169,covid_antigen_testing_pillar2
TestEndDate,0.99952904,covid_antigen_testing_pillar2
TestLocation,0.94545015,covid_antigen_testing_pillar2
TestResult,1,covid_antigen_testing_pillar2
TestStartDate,1,covid_antigen_testing_pillar2
TestType,0.9826728,covid_antigen_testing_pillar2
WorkOrStudyStatus,0.24442236,covid_antigen_testing_pillar2
WorkStatus,0.1447674,covid_antigen_testing_pillar2
archived_on,1,covid_antigen_testing_pillar2
BatchId,1,deaths
CANCELLED_FLAG,1,deaths
CCGPOD,0.11191217,deaths
CCGR,0.14472716,deaths
COR_AREA_NAME,0,deaths
COR_INQ_DATES,0,deaths
CTYDR,0.78504581,deaths
CTYR,0.78504581,deaths
DEC_BIRTH_COUNTRY_CODE,0.99994802,deaths
DEC_CONF_NHS_NUMBER_CLEAN_DEID,0.99273573,deaths
DEC_OCC_TYPE,0.99999546,deaths
DEC_RETIRED_IND,0.24811918,deaths
GORR,0.65047849,deaths
HAUTPOD,0.54604694,deaths
HAUTR,0.68403452,deaths
HROR,0.68403494,deaths
ICD9_ORIG_MENTION_1,0.26861848,deaths
ICD9_ORIG_MENTION_10,0.00004804,deaths
ICD9_ORIG_MENTION_11,0.00000221,deaths
ICD9_ORIG_MENTION_12,4.8e-7,deaths
ICD9_ORIG_MENTION_13,2.4e-7,deaths
ICD9_ORIG_MENTION_14,6e-8,deaths
ICD9_ORIG_MENTION_15,0,deaths
ICD9_ORIG_MENTION_2,0.20073066,deaths
ICD9_ORIG_MENTION_3,0.09016255,deaths
ICD9_ORIG_MENTION_4,0.03199054,deaths
ICD9_ORIG_MENTION_5,0.01052825,deaths
ICD9_ORIG_MENTION_6,0.00348014,deaths
ICD9_ORIG_MENTION_7,0.00114905,deaths
ICD9_ORIG_MENTION_8,0.00039505,deaths
ICD9_ORIG_MENTION_9,0.00013975,deaths
LSOAR,0.15445994,deaths
NEO_NATE_FLAG,0.21631302,deaths
OUT_SECCATDM,0.24793653,deaths
OUT_SECCATHF,0.12980029,deaths
PCDIND,0.2658409,deaths
POD_CODE,0.99999731,deaths
POD_ESTABLISHMENT_TYPE,0.76069021,deaths
POD_NHS_ESTABLISHMENT,0.76069033,deaths
ProductionDate,1,deaths
REG_DATE,1,deaths
REG_DATE_OF_DEATH,0.99999928,deaths
REG_DISTRICT_CODE,0.9999997,deaths
REG_DISTRICT_NAME,0.99611233,deaths
REG_SUB_DISTRICT_CODE,0.99999964,deaths
REG_SUB_DISTRICT_NAME,0.78696452,deaths
SOC2KDM,0.24102441,deaths
SOC2KHF,0.12171073,deaths
S_COD_CODE_1,0.77581849,deaths
S_COD_CODE_10,0.00153335,deaths
S_COD_CODE_11,0.0007227,deaths
S_COD_CODE_12,0.00037049,deaths
S_COD_CODE_13,0.00019501,deaths
S_COD_CODE_14,0.00010731,deaths
S_COD_CODE_15,0.00005437,deaths
S_COD_CODE_2,0.5956501,deaths
S_COD_CODE_3,0.35935986,deaths
S_COD_CODE_4,0.18997806,deaths
S_COD_CODE_5,0.09134321,deaths
S_COD_CODE_6,0.04107889,deaths
S_COD_CODE_7,0.01777298,deaths
S_COD_CODE_8,0.00767342,deaths
S_COD_CODE_9,0.00337499,deaths
S_INJURY_EXTERNAL,0.03517756,deaths
S_UNDERLYING_COD_ICD10,0.77581837,deaths
S_UNDERLYING_COD_ICD9,0.26861871,deaths
UTLA9POD,0.07253989,deaths
UTLA9R,0.09437561,deaths
WARDR,0.78504605,deaths
archived_on,1,deaths
ADMINISTERED_DATE_TIME,0.72710132,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration
BatchId,1,epma_administration
LAST_UPDATED_DATE,0.99999999,epma_administration
MEDICATION_NAME,0.99999999,epma_administration
NHS_NUMBER_DEID,0.94887871,epma_administration
ODS_CODE,1,epma_administration
PATIENT_AGE,0.94794167,epma_administration
PATIENT_GENDER,0.94747733,epma_administration
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.9185124,epma_administration
PATIENT_GP_PRACTICE_LA_DISTRICT,0.92368934,epma_administration
PATIENT_GP_PRACTICE_ODS_CODE,0.92400183,epma_administration
PATIENT_LOCATION_CCG_ODS_CODE,0.93270811,epma_administration
PATIENT_LSOA,0.93100066,epma_administration
PRESCRIPTION_ID_HASHED,0.9589664,epma_administration
ProductionDate,1,epma_administration
REASON_GIVEN_OR_NOT_GIVEN,0,epma_administration
RECORDED_DATE_TIME,0.99999999,epma_administration
REPORTED_DATE_TIME,1,epma_administration
SCHEDULED_DATE_TIME,0.99999999,epma_administration
archived_on,1,epma_administration
ADMINISTRATION_ID_HASHED,1,epma_administration_dmd
AMP,0.17579763,epma_administration_dmd
AMPP,0,epma_administration_dmd
AMPP_NAME,0,epma_administration_dmd
AMP_NAME,0.17579763,epma_administration_dmd
BatchId,1,epma_administration_dmd
MAPPED_DMD_CODE,1,epma_administration_dmd
MAPPED_DMD_INVALID,0.22201733,epma_administration_dmd
MAPPED_DMD_LEVEL,1,epma_administration_dmd
MAPPED_DMD_NAME,1,epma_administration_dmd
MAPPED_DMD_SOURCE,1,epma_administration_dmd
ProductionDate,1,epma_administration_dmd
VMP,0.99927015,epma_administration_dmd
VMPP,0,epma_administration_dmd
VMPP_NAME,0,epma_administration_dmd
VMP_NAME,0.99927015,epma_administration_dmd
VTM,0.89319824,epma_administration_dmd
VTM_NAME,0.89319824,epma_administration_dmd
archived_on,1,epma_administration_dmd
ADMINISTRATION_ID_HASHED,1,epma_administration_dosage
BatchId,1,epma_administration_dosage
DOSAGEAS_NEEDEDBOOLEAN,0.99999999,epma_administration_dosage
ProductionDate,1,epma_administration_dosage
ROUTEINTEXT,0,epma_administration_dosage
archived_on,1,epma_administration_dosage
BatchId,1,epma_prescription
FORM,0.95935113,epma_prescription
GROUP_TYPE,0.18613558,epma_prescription
INITIAL_AUTHORISED_DATE_TIME,0.9999984,epma_prescription
LAST_AUTHORISED_DATE_TIME,0.9999984,epma_prescription
LINK_FROM,0.11766848,epma_prescription
LINK_TO,0.11768889,epma_prescription
MEDICATION_NAME,0.99999985,epma_prescription
NHS_NUMBER_DEID,0.94026604,epma_prescription
ODS_CODE,1,epma_prescription
ORDER_ID,0.99999999,epma_prescription
PATIENT_AGE,0.93921763,epma_prescription
PATIENT_GENDER,0.93872145,epma_prescription
PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.92720443,epma_prescription
PATIENT_GP_PRACTICE_LA_DISTRICT,0.93071886,epma_prescription
PATIENT_GP_PRACTICE_ODS_CODE,0.93109447,epma_prescription
PATIENT_LOCATION_CCG_ODS_CODE,0.92682132,epma_prescription
PATIENT_LSOA,0.92622546,epma_prescription
PRESCRIPTION_ID_HASHED,1,epma_prescription
ProductionDate,1,epma_prescription
REPORTED_DATE_TIME,1,epma_prescription
STATUS,0.99999999,epma_prescription
TYPE,0.99999999,epma_prescription
VERSION,0.99999999,epma_prescription
archived_on,1,epma_prescription
BatchId,1,epma_prescription_chemical
CHEMICAL,0.98399427,epma_prescription_chemical
PRESCRIPTION_ID_HASHED,1,epma_prescription_chemical
ProductionDate,1,epma_prescription_chemical
STRENGTH_TEXT,0.85410054,epma_prescription_chemical
archived_on,1,epma_prescription_chemical
AMP,0.14098303,epma_prescription_dmd
AMPP,0,epma_prescription_dmd
AMPP_NAME,0,epma_prescription_dmd
AMP_NAME,0.14098303,epma_prescription_dmd
BatchId,1,epma_prescription_dmd
MAPPED_DMD_CODE,1,epma_prescription_dmd
MAPPED_DMD_INVALID,0.20493601,epma_prescription_dmd
MAPPED_DMD_LEVEL,1,epma_prescription_dmd
MAPPED_DMD_NAME,1,epma_prescription_dmd
MAPPED_DMD_SOURCE,1,epma_prescription_dmd
PRESCRIPTION_ID_HASHED,1,epma_prescription_dmd
ProductionDate,1,epma_prescription_dmd
VMP,0.9994671,epma_prescription_dmd
VMPP,0,epma_prescription_dmd
VMPP_NAME,0,epma_prescription_dmd
VMP_NAME,0.9994671,epma_prescription_dmd
VTM,0.94618808,epma_prescription_dmd
VTM_NAME,0.94618808,epma_prescription_dmd
archived_on,1,epma_prescription_dmd
ALTERNATIVE_DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
ALTERNATIVE_DOSE_QUANTITY_VALUE,0.75332343,epma_prescription_dosage
BatchId,1,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN,0.99999999,epma_prescription_dosage
DOSAGE_AS_NEEDED_BOOLEAN_REASON,0,epma_prescription_dosage
DOSAGE_SEQUENCE,1,epma_prescription_dosage
DOSE_QUANTITY_UNIT,0,epma_prescription_dosage
DOSE_QUANTITY_VALUE,0.99999996,epma_prescription_dosage
END_DATE_TIME,0.27025855,epma_prescription_dosage
FREQUENCY_DESCRIPTION,0,epma_prescription_dosage
PRESCRIPTION_ID_HASHED,1,epma_prescription_dosage
ProductionDate,1,epma_prescription_dosage
ROUTE_DESCRIPTION,0,epma_prescription_dosage
START_DATE_TIME,0.9999984,epma_prescription_dosage
archived_on,1,epma_prescription_dosage
BatchId,1,gdppr
CODE,0.99996708,gdppr
DATE,0.99962959,gdppr
EPISODE_CONDITION,0.03931736,gdppr
EPISODE_PRESCRIPTION,0.18290181,gdppr
ETHNIC,0.38797849,gdppr
GP_SYSTEM_SUPPLIER,1,gdppr
LINKS,0.01589586,gdppr
LSOA,0.99950106,gdppr
NHS_NUMBER_DEID,0.99999936,gdppr
PRACTICE,1,gdppr
PROCESSED_TIMESTAMP,1,gdppr
ProductionDate,1,gdppr
RECORD_DATE,0.99919458,gdppr
REPORTING_PERIOD_END_DATE,1,gdppr
SEX,1,gdppr
VALUE1_CONDITION,0.2876795,gdppr
VALUE1_PRESCRIPTION,0.18315067,gdppr
VALUE2_CONDITION,0.01072938,gdppr
VALUE2_PRESCRIPTION,0.30831937,gdppr
YEAR_MONTH_OF_BIRTH,1,gdppr
YEAR_OF_BIRTH,1,gdppr
YEAR_OF_DEATH,0.08025199,gdppr
archived_on,1,gdppr
AEARRIVALMODE,1,hes_ae_all_years
AEATTENDCAT,1,hes_ae_all_years
AEATTENDDISP,1,hes_ae_all_years
AEATTEND_EXC_PLANNED,1,hes_ae_all_years
AEDEPTTYPE,1,hes_ae_all_years
AEINCLOCTYPE,1,hes_ae_all_years
AEKEY,1,hes_ae_all_years
AEKEY_FLAG,1,hes_ae_all_years
AEPATGROUP,1,hes_ae_all_years
AEREFSOURCE,1,hes_ae_all_years
ARRIVALAGE,0.98646384,hes_ae_all_years
ARRIVALAGE_CALC,0.98646384,hes_ae_all_years
ARRIVALDATE,1,hes_ae_all_years
ARRIVALTIME,1,hes_ae_all_years
AT_GP_PRACTICE,0.66502456,hes_ae_all_years
AT_RESIDENCE,0.66502456,hes_ae_all_years
AT_TREATMENT,0.66502456,hes_ae_all_years
BatchId,1,hes_ae_all_years
CANNET,0.77890549,hes_ae_all_years
CANREG,0.97647766,hes_ae_all_years
CCG_GP_PRACTICE,0.87055142,hes_ae_all_years
CCG_RESIDENCE,0.87055142,hes_ae_all_years
CCG_RESPONSIBILITY,0.87055142,hes_ae_all_years
CCG_RESPONSIBILITY_ORIGIN,0.87055142,hes_ae_all_years
CCG_TREATMENT,0.87055142,hes_ae_all_years
CCG_TREATMENT_ORIGIN,0.87055142,hes_ae_all_years
CONCLDUR,0.78043343,hes_ae_all_years
CONCLTIME,1,hes_ae_all_years
CR_GP_PRACTICE,0.87055142,hes_ae_all_years
CR_RESIDENCE,0.87055142,hes_ae_all_years
CR_TREATMENT,0.87055142,hes_ae_all_years
DEPDUR,0.99183639,hes_ae_all_years
DEPTIME,1,hes_ae_all_years
DIAG2_01,0.58374361,hes_ae_all_years
DIAG2_02,0.06529139,hes_ae_all_years
DIAG2_03,0.00491944,hes_ae_all_years
DIAG2_04,0.00194335,hes_ae_all_years
DIAG2_05,0.00099142,hes_ae_all_years
DIAG2_06,0.00071633,hes_ae_all_years
DIAG2_07,0.00063897,hes_ae_all_years
DIAG2_08,0.0005916,hes_ae_all_years
DIAG2_09,0.00056537,hes_ae_all_years
DIAG2_10,0.00054144,hes_ae_all_years
DIAG2_11,0.00052684,hes_ae_all_years
DIAG2_12,0.00051382,hes_ae_all_years
DIAG3_01,0.54584742,hes_ae_all_years
DIAG3_02,0.05716839,hes_ae_all_years
DIAG3_03,0.00461138,hes_ae_all_years
DIAG3_04,0.00178925,hes_ae_all_years
DIAG3_05,0.00093937,hes_ae_all_years
DIAG3_06,0.00069705,hes_ae_all_years
DIAG3_07,0.00062653,hes_ae_all_years
DIAG3_08,0.00058325,hes_ae_all_years
DIAG3_09,0.00055904,hes_ae_all_years
DIAG3_10,0.00053713,hes_ae_all_years
DIAG3_11,0.00052384,hes_ae_all_years
DIAG3_12,0.00051174,hes_ae_all_years
DIAGA_01,0.2814486,hes_ae_all_years
DIAGA_02,0.03058691,hes_ae_all_years
DIAGA_03,0.00267234,hes_ae_all_years
DIAGA_04,0.0009812,hes_ae_all_years
DIAGA_05,0.00044797,hes_ae_all_years
DIAGA_06,0.00033678,hes_ae_all_years
DIAGA_07,0.00028392,hes_ae_all_years
DIAGA_08,0.00023978,hes_ae_all_years
DIAGA_09,0.00021696,hes_ae_all_years
DIAGA_10,0.00019462,hes_ae_all_years
DIAGA_11,0.00018062,hes_ae_all_years
DIAGA_12,0.0001678,hes_ae_all_years
DIAGSCHEME,0.81556185,hes_ae_all_years
DIAGS_01,0.15452876,hes_ae_all_years
DIAGS_02,0.01683437,hes_ae_all_years
DIAGS_03,0.00153855,hes_ae_all_years
DIAGS_04,0.00056719,hes_ae_all_years
DIAGS_05,0.00033224,hes_ae_all_years
DIAGS_06,0.00026945,hes_ae_all_years
DIAGS_07,0.00023675,hes_ae_all_years
DIAGS_08,0.00021627,hes_ae_all_years
DIAGS_09,0.00019983,hes_ae_all_years
DIAGS_10,0.00018588,hes_ae_all_years
DIAGS_11,0.00017456,hes_ae_all_years
DIAGS_12,0.00016383,hes_ae_all_years
EPIKEY,0.14040603,hes_ae_all_years
ETHNOS,1,hes_ae_all_years
FYEAR,1,hes_ae_all_years
GORTREAT,1,hes_ae_all_years
GPPRAC,1,hes_ae_all_years
INITDUR,0.877237,hes_ae_all_years
INITTIME,1,hes_ae_all_years
INVEST2_01,0.81498412,hes_ae_all_years
INVEST2_02,0.40249223,hes_ae_all_years
INVEST2_03,0.25237531,hes_ae_all_years
INVEST2_04,0.21752306,hes_ae_all_years
INVEST2_05,0.18399824,hes_ae_all_years
INVEST2_06,0.15118018,hes_ae_all_years
INVEST2_07,0.10712584,hes_ae_all_years
INVEST2_08,0.08523989,hes_ae_all_years
INVEST2_09,0.06524939,hes_ae_all_years
INVEST2_10,0.05239079,hes_ae_all_years
INVEST2_11,0.03840374,hes_ae_all_years
INVEST2_12,0.031575,hes_ae_all_years
INVESTSCHEME,0.93035226,hes_ae_all_years
LSOA01,0.97647779,hes_ae_all_years
LSOA11,0.97611146,hes_ae_all_years
MSOA01,0.97647777,hes_ae_all_years
MSOA11,0.97611146,hes_ae_all_years
NER_GP_PRACTICE,0.59021301,hes_ae_all_years
NER_RESIDENCE,0.59021301,hes_ae_all_years
NER_TREATMENT,0.59021301,hes_ae_all_years
PARTYEAR,1,hes_ae_all_years
PCON,0.79208435,hes_ae_all_years
PCON_ONS,0.8201006,hes_ae_all_years
PCTCODE_HIS,0.79447314,hes_ae_all_years
PCTORIG_HIS,0.79447314,hes_ae_all_years
PCTTREAT,0.79447314,hes_ae_all_years
PERSON_ID_DEID,1,hes_ae_all_years
PROCODE3,1,hes_ae_all_years
PROCODE5,1,hes_ae_all_years
PROCODET,1,hes_ae_all_years
PROCSCHEME,0.15115503,hes_ae_all_years
PROVDIST,0.93795218,hes_ae_all_years
PROVDIST_FLAG,0.95152938,hes_ae_all_years
PURCODE,0.99972031,hes_ae_all_years
ProductionDate,1,hes_ae_all_years
RANK_ORDER,0.10269769,hes_ae_all_years
RESCTY,0.79447314,hes_ae_all_years
RESCTY_ONS,0.8201006,hes_ae_all_years
RESGOR,0.79447279,hes_ae_all_years
RESGOR_ONS,0.8201006,hes_ae_all_years
RESLADST,0.79447314,hes_ae_all_years
RESLADST_ONS,0.8201006,hes_ae_all_years
RESPCT_HIS,0.79447314,hes_ae_all_years
RESSTHA_HIS,0.79447314,hes_ae_all_years
SEX,1,hes_ae_all_years
SITEDIST,0.42295862,hes_ae_all_years
SITEDIST_FLAG,0.42838754,hes_ae_all_years
SITETRET,0.44267681,hes_ae_all_years
STHATRET,0.79447314,hes_ae_all_years
SUSHRG,0.92061972,hes_ae_all_years
SUSLDDATE_HIS,0.79447314,hes_ae_all_years
TREAT2_01,0.83275776,hes_ae_all_years
TREAT2_02,0.48225136,hes_ae_all_years
TREAT2_03,0.22573197,hes_ae_all_years
TREAT2_04,0.12898791,hes_ae_all_years
TREAT2_05,0.07440868,hes_ae_all_years
TREAT2_06,0.0444591,hes_ae_all_years
TREAT2_07,0.02539957,hes_ae_all_years
TREAT2_08,0.01784235,hes_ae_all_years
TREAT2_09,0.01360411,hes_ae_all_years
TREAT2_10,0.01157455,hes_ae_all_years
TREAT2_11,0.00751094,hes_ae_all_years
TREAT2_12,0.00694031,hes_ae_all_years
TREAT3_01,0.82954947,hes_ae_all_years
TREAT3_02,0.47961194,hes_ae_all_years
TREAT3_03,0.22558687,hes_ae_all_years
TREAT3_04,0.12896213,hes_ae_all_years
TREAT3_05,0.07439882,hes_ae_all_years
TREAT3_06,0.04445376,hes_ae_all_years
TREAT3_07,0.02539719,hes_ae_all_years
TREAT3_08,0.01784143,hes_ae_all_years
TREAT3_09,0.01360375,hes_ae_all_years
TREAT3_10,0.01157445,hes_ae_all_years
TREAT3_11,0.00751087,hes_ae_all_years
TREAT3_12,0.00694028,hes_ae_all_years
TREATSCHEME,0.52917398,hes_ae_all_years
TRETDUR,0.8963842,hes_ae_all_years
TRETTIME,1,hes_ae_all_years
archived_on,1,hes_ae_all_years
ACTIVAGE,0.94482678,hes_ae_otr_all_years
AEKEY,1,hes_ae_otr_all_years
APPDATE,0.3379605,hes_ae_otr_all_years
BOOKREFNOPS,0,hes_ae_otr_all_years
BatchId,1,hes_ae_otr_all_years
CARERSI,1,hes_ae_otr_all_years
CDSEXTDATE,0.6620395,hes_ae_otr_all_years
CDSUNIQUEID,0,hes_ae_otr_all_years
CDSVERPROTID,1,hes_ae_otr_all_years
CSNUM,0.82386903,hes_ae_otr_all_years
CURRWARD,0.79377732,hes_ae_otr_all_years
CURRWARD_ONS,0.82025808,hes_ae_otr_all_years
DIAG_01,0.58328966,hes_ae_otr_all_years
DIAG_02,0.065238,hes_ae_otr_all_years
DIAG_03,0.00491558,hes_ae_otr_all_years
DIAG_04,0.00194172,hes_ae_otr_all_years
DIAG_05,0.00099056,hes_ae_otr_all_years
DIAG_06,0.00071571,hes_ae_otr_all_years
DIAG_07,0.00063841,hes_ae_otr_all_years
DIAG_08,0.00059109,hes_ae_otr_all_years
DIAG_09,0.00056488,hes_ae_otr_all_years
DIAG_10,0.00054097,hes_ae_otr_all_years
DIAG_11,0.00052638,hes_ae_otr_all_years
DIAG_12,0.00051337,hes_ae_otr_all_years
DOMPROC,0.00500459,hes_ae_otr_all_years
DUPLICATE_FLAG,0.25642752,hes_ae_otr_all_years
DUPLICATE_FLAG_2,0,hes_ae_otr_all_years
ETHRAW,0.80376459,hes_ae_otr_all_years
ETHRAWL,0.05986822,hes_ae_otr_all_years
FYEAR,1,hes_ae_otr_all_years
GPPRPCT,0.79377732,hes_ae_otr_all_years
GPPRSTHA,0.79377732,hes_ae_otr_all_years
HATREAT,0.79377732,hes_ae_otr_all_years
HOMEADDPS,0,hes_ae_otr_all_years
HRGNHS,0.24006554,hes_ae_otr_all_years
HRGNHSVN,0.25602815,hes_ae_otr_all_years
IMD04,0.97218558,hes_ae_otr_all_years
IMD04C,0.97218558,hes_ae_otr_all_years
IMD04ED,0.97218558,hes_ae_otr_all_years
IMD04EM,0.97218558,hes_ae_otr_all_years
IMD04HD,0.97218558,hes_ae_otr_all_years
IMD04HS,0.97218558,hes_ae_otr_all_years
IMD04I,0.97218558,hes_ae_otr_all_years
IMD04IA,0.97218558,hes_ae_otr_all_years
IMD04IC,0.97218558,hes_ae_otr_all_years
IMD04LE,0.97218558,hes_ae_otr_all_years
IMD04RK,0.97218558,hes_ae_otr_all_years
IMD04_DECILE,0.97218558,hes_ae_otr_all_years
INVEST_01,0.81427193,hes_ae_otr_all_years
INVEST_02,0.40213987,hes_ae_otr_all_years
INVEST_03,0.25215428,hes_ae_otr_all_years
INVEST_04,0.21733254,hes_ae_otr_all_years
INVEST_05,0.18383708,hes_ae_otr_all_years
INVEST_06,0.15104777,hes_ae_otr_all_years
INVEST_07,0.10703202,hes_ae_otr_all_years
INVEST_08,0.08516523,hes_ae_otr_all_years
INVEST_09,0.06519225,hes_ae_otr_all_years
INVEST_10,0.0523449,hes_ae_otr_all_years
INVEST_11,0.03837011,hes_ae_otr_all_years
INVEST_12,0.03154734,hes_ae_otr_all_years
LCAIND,0,hes_ae_otr_all_years
MARSTAT,0,hes_ae_otr_all_years
