date_y,date_m,Type,N,production_date,table_name
2021,12,N_row,100479018,2022-04-25,primary_care_meds
2021,12,N_valid_id,95786240,2022-04-25,primary_care_meds
2021,12,N_distinct_id,19356636,2022-04-25,primary_care_meds
2020,1,N_row,97717592,2022-04-25,primary_care_meds
2020,1,N_valid_id,88433169,2022-04-25,primary_care_meds
2020,1,N_distinct_id,18222331,2022-04-25,primary_care_meds
2020,2,N_row,88702888,2022-04-25,primary_care_meds
2020,2,N_valid_id,80466227,2022-04-25,primary_care_meds
2020,2,N_distinct_id,17407463,2022-04-25,primary_care_meds
2019,2,N_row,86424113,2022-04-25,primary_care_meds
2019,2,N_valid_id,75975102,2022-04-25,primary_care_meds
2019,2,N_distinct_id,16742333,2022-04-25,primary_care_meds
2018,10,N_row,96070204,2022-04-25,primary_care_meds
2018,10,N_valid_id,84376593,2022-04-25,primary_care_meds
2018,10,N_distinct_id,17476841,2022-04-25,primary_care_meds
2019,10,N_row,97511406,2022-04-25,primary_care_meds
2019,10,N_valid_id,88019867,2022-04-25,primary_care_meds
2019,10,N_distinct_id,17937579,2022-04-25,primary_care_meds
2020,9,N_row,93578609,2022-04-25,primary_care_meds
2020,9,N_valid_id,89152001,2022-04-25,primary_care_meds
2020,9,N_distinct_id,18368904,2022-04-25,primary_care_meds
2020,7,N_row,95389060,2022-04-25,primary_care_meds
2020,7,N_valid_id,90816757,2022-04-25,primary_care_meds
2020,7,N_distinct_id,18284981,2022-04-25,primary_care_meds
2019,9,N_row,91346818,2022-04-25,primary_care_meds
2019,9,N_valid_id,82354918,2022-04-25,primary_care_meds
2019,9,N_distinct_id,17297993,2022-04-25,primary_care_meds
2020,8,N_row,86508559,2022-04-25,primary_care_meds
2020,8,N_valid_id,82327813,2022-04-25,primary_care_meds
2020,8,N_distinct_id,17340472,2022-04-25,primary_care_meds
2021,2,N_row,86191807,2022-04-25,primary_care_meds
2021,2,N_valid_id,82533074,2022-04-25,primary_care_meds
2021,2,N_distinct_id,17783277,2022-04-25,primary_care_meds
2019,12,N_row,95145300,2022-04-25,primary_care_meds
2019,12,N_valid_id,86263277,2022-04-25,primary_care_meds
2019,12,N_distinct_id,17765475,2022-04-25,primary_care_meds
2019,5,N_row,96996989,2022-04-25,primary_care_meds
2019,5,N_valid_id,86257120,2022-04-25,primary_care_meds
2019,5,N_distinct_id,17700777,2022-04-25,primary_care_meds
2018,6,N_row,92578217,2022-04-25,primary_care_meds
2018,6,N_valid_id,80743916,2022-04-25,primary_care_meds
2018,6,N_distinct_id,17203842,2022-04-25,primary_care_meds
2018,5,N_row,94625481,2022-04-25,primary_care_meds
2018,5,N_valid_id,82495452,2022-04-25,primary_care_meds
2018,5,N_distinct_id,17337089,2022-04-25,primary_care_meds
2020,5,N_row,89054947,2022-04-25,primary_care_meds
2020,5,N_valid_id,84482746,2022-04-25,primary_care_meds
2020,5,N_distinct_id,17352949,2022-04-25,primary_care_meds
2018,8,N_row,94012959,2022-04-25,primary_care_meds
2018,8,N_valid_id,82437672,2022-04-25,primary_care_meds
2018,8,N_distinct_id,16942273,2022-04-25,primary_care_meds
2018,9,N_row,88117780,2022-04-25,primary_care_meds
2018,9,N_valid_id,77474205,2022-04-25,primary_care_meds
2018,9,N_distinct_id,16649226,2022-04-25,primary_care_meds
2022,1,N_row,94782367,2022-04-25,primary_care_meds
2022,1,N_valid_id,90376297,2022-04-25,primary_care_meds
2022,1,N_distinct_id,18901616,2022-04-25,primary_care_meds
2020,3,N_row,101619007,2022-04-25,primary_care_meds
2020,3,N_valid_id,93826804,2022-04-25,primary_care_meds
2020,3,N_distinct_id,19111633,2022-04-25,primary_care_meds
2021,5,N_row,89982087,2022-04-25,primary_care_meds
2021,5,N_valid_id,85633726,2022-04-25,primary_care_meds
2021,5,N_distinct_id,18317031,2022-04-25,primary_care_meds
2021,10,N_row,92752731,2022-04-25,primary_care_meds
2021,10,N_valid_id,88139508,2022-04-25,primary_care_meds
2021,10,N_distinct_id,18717216,2022-04-25,primary_care_meds
2021,3,N_row,96881905,2022-04-25,primary_care_meds
2021,3,N_valid_id,92761963,2022-04-25,primary_care_meds
2021,3,N_distinct_id,18940380,2022-04-25,primary_care_meds
