dataset,column_name,completeness
deaths,ICD9_ORIG_MENTION_11,0.0
deaths,ICD9_ORIG_MENTION_12,0.0
deaths,ICD9_ORIG_MENTION_13,0.0
deaths,ICD9_ORIG_MENTION_14,0.0
deaths,ICD9_ORIG_MENTION_15,0.0
deaths,ICD9_ORIG_MENTION_2,0.212
deaths,ICD9_ORIG_MENTION_3,0.095
deaths,ICD9_ORIG_MENTION_4,0.034
deaths,ICD9_ORIG_MENTION_5,0.011
deaths,ICD9_ORIG_MENTION_6,0.004
deaths,ICD9_ORIG_MENTION_7,0.001
deaths,ICD9_ORIG_MENTION_8,0.0
deaths,ICD9_ORIG_MENTION_9,0.0
deaths,LSOAR,0.163
deaths,NEO_NATE_FLAG,0.171
deaths,OUT_SECCATDM,0.244
deaths,OUT_SECCATHF,0.128
deaths,PCDIND,0.281
deaths,POD_CODE,1.0
deaths,POD_ESTABLISHMENT_TYPE,0.764
deaths,POD_NHS_ESTABLISHMENT,0.764
deaths,REG_DATE,1.0
deaths,REG_DATE_OF_DEATH,1.0
deaths,REG_DISTRICT_CODE,1.0
deaths,REG_DISTRICT_NAME,0.998
deaths,REG_SUB_DISTRICT_CODE,1.0
deaths,REG_SUB_DISTRICT_NAME,0.832
deaths,SOC2KDM,0.237
deaths,SOC2KHF,0.119
deaths,S_COD_CODE_1,0.763
deaths,S_COD_CODE_10,0.001
deaths,S_COD_CODE_11,0.001
deaths,S_COD_CODE_12,0.0
deaths,S_COD_CODE_13,0.0
deaths,S_COD_CODE_14,0.0
deaths,S_COD_CODE_15,0.0
deaths,S_COD_CODE_2,0.584
deaths,S_COD_CODE_3,0.347
deaths,S_COD_CODE_4,0.18
deaths,S_COD_CODE_5,0.085
deaths,S_COD_CODE_6,0.038
deaths,S_COD_CODE_7,0.016
deaths,S_COD_CODE_8,0.007
deaths,S_COD_CODE_9,0.003
deaths,S_INJURY_EXTERNAL,0.035
deaths,S_UNDERLYING_COD_ICD10,0.763
deaths,S_UNDERLYING_COD_ICD9,0.284
deaths,UTLA9POD,0.077
deaths,UTLA9R,0.1
deaths,WARDR,0.83
epma_administration,ADMINISTERED_DATE_TIME,0.721
epma_administration,ADMINISTRATION_ID_HASHED,1.0
epma_administration,LAST_UPDATED_DATE,1.0
epma_administration,MEDICATION_NAME,1.0
epma_administration,NHS_NUMBER_DEID,0.935
epma_administration,ODS_CODE,1.0
epma_administration,PATIENT_AGE,0.934
epma_administration,PATIENT_GENDER,0.934
epma_administration,PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.904
epma_administration,PATIENT_GP_PRACTICE_LA_DISTRICT,0.909
epma_administration,PATIENT_GP_PRACTICE_ODS_CODE,0.91
epma_administration,PATIENT_LOCATION_CCG_ODS_CODE,0.915
epma_administration,PATIENT_LSOA,0.913
epma_administration,PRESCRIPTION_ID_HASHED,0.946
epma_administration,REASON_GIVEN_OR_NOT_GIVEN,0.0
epma_administration,RECORDED_DATE_TIME,1.0
epma_administration,REPORTED_DATE_TIME,1.0
epma_administration,SCHEDULED_DATE_TIME,1.0
epma_administration_dmd,ADMINISTRATION_ID_HASHED,1.0
epma_administration_dmd,AMP,0.171
epma_administration_dmd,AMPP,0.0
epma_administration_dmd,AMPP_NAME,0.0
epma_administration_dmd,AMP_NAME,0.171
epma_administration_dmd,MAPPED_DMD_CODE,1.0
epma_administration_dmd,MAPPED_DMD_INVALID,0.001
epma_administration_dmd,MAPPED_DMD_LEVEL,1.0
epma_administration_dmd,MAPPED_DMD_NAME,1.0
epma_administration_dmd,MAPPED_DMD_SOURCE,1.0
epma_administration_dmd,VMP,0.999
epma_administration_dmd,VMPP,0.0
epma_administration_dmd,VMPP_NAME,0.0
epma_administration_dmd,VMP_NAME,0.999
epma_administration_dmd,VTM,0.892
epma_administration_dmd,VTM_NAME,0.892
epma_administration_dosage,ADMINISTRATION_ID_HASHED,1.0
epma_administration_dosage,DOSAGEAS_NEEDEDBOOLEAN,1.0
epma_administration_dosage,ROUTEINTEXT,0.0
epma_prescription,FORM,0.962
epma_prescription,GROUP_TYPE,0.186
epma_prescription,INITIAL_AUTHORISED_DATE_TIME,1.0
epma_prescription,LAST_AUTHORISED_DATE_TIME,1.0
epma_prescription,LINK_FROM,0.117
epma_prescription,LINK_TO,0.117
epma_prescription,MEDICATION_NAME,1.0
epma_prescription,NHS_NUMBER_DEID,0.925
epma_prescription,ODS_CODE,1.0
epma_prescription,ORDER_ID,1.0
epma_prescription,PATIENT_AGE,0.924
epma_prescription,PATIENT_GENDER,0.924
epma_prescription,PATIENT_GP_PRACTICE_CCG_ODS_CODE,0.912
epma_prescription,PATIENT_GP_PRACTICE_LA_DISTRICT,0.915
epma_prescription,PATIENT_GP_PRACTICE_ODS_CODE,0.916
epma_prescription,PATIENT_LOCATION_CCG_ODS_CODE,0.908
epma_prescription,PATIENT_LSOA,0.908
epma_prescription,PRESCRIPTION_ID_HASHED,1.0
epma_prescription,REPORTED_DATE_TIME,1.0
epma_prescription,STATUS,1.0
epma_prescription,TYPE,1.0
epma_prescription,VERSION,1.0
epma_prescription_chemical,CHEMICAL,0.988
epma_prescription_chemical,PRESCRIPTION_ID_HASHED,1.0
epma_prescription_chemical,STRENGTH_TEXT,0.856
epma_prescription_dmd,AMP,0.132
epma_prescription_dmd,AMPP,0.0
epma_prescription_dmd,AMPP_NAME,0.0
epma_prescription_dmd,AMP_NAME,0.132
epma_prescription_dmd,MAPPED_DMD_CODE,1.0
epma_prescription_dmd,MAPPED_DMD_INVALID,0.001
epma_prescription_dmd,MAPPED_DMD_LEVEL,1.0
epma_prescription_dmd,MAPPED_DMD_NAME,1.0
epma_prescription_dmd,MAPPED_DMD_SOURCE,1.0
epma_prescription_dmd,PRESCRIPTION_ID_HASHED,1.0
epma_prescription_dmd,VMP,0.999
epma_prescription_dmd,VMPP,0.0
epma_prescription_dmd,VMPP_NAME,0.0
epma_prescription_dmd,VMP_NAME,0.999
epma_prescription_dmd,VTM,0.946
epma_prescription_dmd,VTM_NAME,0.946
epma_prescription_dosage,ALTERNATIVE_DOSE_QUANTITY_UNIT,0.0
epma_prescription_dosage,ALTERNATIVE_DOSE_QUANTITY_VALUE,0.75
epma_prescription_dosage,DOSAGE_AS_NEEDED_BOOLEAN,1.0
epma_prescription_dosage,DOSAGE_AS_NEEDED_BOOLEAN_REASON,0.0
epma_prescription_dosage,DOSAGE_SEQUENCE,1.0
epma_prescription_dosage,DOSE_QUANTITY_UNIT,0.0
epma_prescription_dosage,DOSE_QUANTITY_VALUE,1.0
epma_prescription_dosage,END_DATE_TIME,0.27
epma_prescription_dosage,FREQUENCY_DESCRIPTION,0.0
epma_prescription_dosage,PRESCRIPTION_ID_HASHED,1.0
epma_prescription_dosage,ROUTE_DESCRIPTION,0.0
epma_prescription_dosage,START_DATE_TIME,1.0
gdppr,CODE,1.0
gdppr,DATE,1.0
gdppr,EPISODE_CONDITION,0.047
gdppr,EPISODE_PRESCRIPTION,0.174
gdppr,ETHNIC,0.405
gdppr,GP_SYSTEM_SUPPLIER,1.0
gdppr,LINKS,0.019
gdppr,LSOA,1.0
gdppr,NHS_NUMBER_DEID,1.0
gdppr,PRACTICE,1.0
gdppr,PROCESSED_TIMESTAMP,1.0
gdppr,RECORD_DATE,0.999
gdppr,REPORTING_PERIOD_END_DATE,1.0
gdppr,SEX,1.0
gdppr,VALUE1_CONDITION,0.283
gdppr,VALUE1_PRESCRIPTION,0.174
gdppr,VALUE2_CONDITION,0.011
gdppr,VALUE2_PRESCRIPTION,0.29
gdppr,YEAR_MONTH_OF_BIRTH,1.0
gdppr,YEAR_OF_BIRTH,1.0
gdppr,YEAR_OF_DEATH,0.061
hes_ae_all_years,AEARRIVALMODE,1.0
hes_ae_all_years,AEATTENDCAT,1.0
hes_ae_all_years,AEATTENDDISP,1.0
hes_ae_all_years,AEATTEND_EXC_PLANNED,1.0
hes_ae_all_years,AEDEPTTYPE,1.0
hes_ae_all_years,AEINCLOCTYPE,1.0
hes_ae_all_years,AEKEY,1.0
hes_ae_all_years,AEKEY_FLAG,1.0
hes_ae_all_years,AEPATGROUP,1.0
hes_ae_all_years,AEREFSOURCE,1.0
hes_ae_all_years,ARRIVALAGE,0.989
hes_ae_all_years,ARRIVALAGE_CALC,0.989
hes_ae_all_years,ARRIVALDATE,1.0
hes_ae_all_years,ARRIVALTIME,1.0
hes_ae_all_years,AT_GP_PRACTICE,0.759
hes_ae_all_years,AT_RESIDENCE,0.759
hes_ae_all_years,AT_TREATMENT,0.759
hes_ae_all_years,CANNET,0.889
hes_ae_all_years,CANREG,0.979
hes_ae_all_years,CCG_GP_PRACTICE,0.852
hes_ae_all_years,CCG_RESIDENCE,0.852
hes_ae_all_years,CCG_RESPONSIBILITY,0.852
hes_ae_all_years,CCG_RESPONSIBILITY_ORIGIN,0.852
hes_ae_all_years,CCG_TREATMENT,0.852
hes_ae_all_years,CCG_TREATMENT_ORIGIN,0.852
hes_ae_all_years,CONCLDUR,0.889
hes_ae_all_years,CONCLTIME,1.0
hes_ae_all_years,CR_GP_PRACTICE,0.852
hes_ae_all_years,CR_RESIDENCE,0.852
hes_ae_all_years,CR_TREATMENT,0.852
hes_ae_all_years,DEPDUR,0.992
hes_ae_all_years,DEPTIME,1.0
hes_ae_all_years,DIAG2_01,0.666
hes_ae_all_years,DIAG2_02,0.075
hes_ae_all_years,DIAG2_03,0.006
hes_ae_all_years,DIAG2_04,0.002
hes_ae_all_years,DIAG2_05,0.001
hes_ae_all_years,DIAG2_06,0.001
hes_ae_all_years,DIAG2_07,0.001
hes_ae_all_years,DIAG2_08,0.001
hes_ae_all_years,DIAG2_09,0.001
hes_ae_all_years,DIAG2_10,0.001
hes_ae_all_years,DIAG2_11,0.001
hes_ae_all_years,DIAG2_12,0.001
hes_ae_all_years,DIAG3_01,0.623
hes_ae_all_years,DIAG3_02,0.065
hes_ae_all_years,DIAG3_03,0.005
hes_ae_all_years,DIAG3_04,0.002
hes_ae_all_years,DIAG3_05,0.001
hes_ae_all_years,DIAG3_06,0.001
hes_ae_all_years,DIAG3_07,0.001
hes_ae_all_years,DIAG3_08,0.001
hes_ae_all_years,DIAG3_09,0.001
hes_ae_all_years,DIAG3_10,0.001
hes_ae_all_years,DIAG3_11,0.001
hes_ae_all_years,DIAG3_12,0.001
hes_ae_all_years,DIAGA_01,0.321
hes_ae_all_years,DIAGA_02,0.035
hes_ae_all_years,DIAGA_03,0.003
hes_ae_all_years,DIAGA_04,0.001
hes_ae_all_years,DIAGA_05,0.001
hes_ae_all_years,DIAGA_06,0.0
hes_ae_all_years,DIAGA_07,0.0
hes_ae_all_years,DIAGA_08,0.0
hes_ae_all_years,DIAGA_09,0.0
hes_ae_all_years,DIAGA_10,0.0
hes_ae_all_years,DIAGA_11,0.0
hes_ae_all_years,DIAGA_12,0.0
hes_ae_all_years,DIAGSCHEME,0.79
hes_ae_all_years,DIAGS_01,0.176
hes_ae_all_years,DIAGS_02,0.019
hes_ae_all_years,DIAGS_03,0.002
hes_ae_all_years,DIAGS_04,0.001
hes_ae_all_years,DIAGS_05,0.0
hes_ae_all_years,DIAGS_06,0.0
hes_ae_all_years,DIAGS_07,0.0
hes_ae_all_years,DIAGS_08,0.0
hes_ae_all_years,DIAGS_09,0.0
hes_ae_all_years,DIAGS_10,0.0
hes_ae_all_years,DIAGS_11,0.0
hes_ae_all_years,DIAGS_12,0.0
hes_ae_all_years,EPIKEY,0.133
hes_ae_all_years,ETHNOS,1.0
hes_ae_all_years,FYEAR,1.0
hes_ae_all_years,GORTREAT,1.0
hes_ae_all_years,GPPRAC,1.0
hes_ae_all_years,INITDUR,0.871
hes_ae_all_years,INITTIME,1.0
hes_ae_all_years,INVEST2_01,0.829
hes_ae_all_years,INVEST2_02,0.409
hes_ae_all_years,INVEST2_03,0.245
hes_ae_all_years,INVEST2_04,0.21
hes_ae_all_years,INVEST2_05,0.176
hes_ae_all_years,INVEST2_06,0.144
hes_ae_all_years,INVEST2_07,0.1
hes_ae_all_years,INVEST2_08,0.08
hes_ae_all_years,INVEST2_09,0.061
hes_ae_all_years,INVEST2_10,0.05
hes_ae_all_years,INVEST2_11,0.037
hes_ae_all_years,INVEST2_12,0.031
hes_ae_all_years,INVESTSCHEME,0.921
hes_ae_all_years,LSOA01,0.979
hes_ae_all_years,LSOA11,0.979
hes_ae_all_years,MSOA01,0.979
hes_ae_all_years,MSOA11,0.979
hes_ae_all_years,NER_GP_PRACTICE,0.532
hes_ae_all_years,NER_RESIDENCE,0.532
hes_ae_all_years,NER_TREATMENT,0.532
hes_ae_all_years,PARTYEAR,1.0
hes_ae_all_years,PCON,0.904
hes_ae_all_years,PCON_ONS,0.795
hes_ae_all_years,PCTCODE_HIS,0.907
hes_ae_all_years,PCTORIG_HIS,0.907
hes_ae_all_years,PCTTREAT,0.907
hes_ae_all_years,PERSON_ID_DEID,1.0
hes_ae_all_years,PROCODE3,1.0
hes_ae_all_years,PROCODE5,1.0
hes_ae_all_years,PROCODET,1.0
hes_ae_all_years,PROCSCHEME,0.173
hes_ae_all_years,PROVDIST,0.935
hes_ae_all_years,PROVDIST_FLAG,0.951
hes_ae_all_years,PURCODE,1.0
hes_ae_all_years,RANK_ORDER,0.117
hes_ae_all_years,RESCTY,0.907
hes_ae_all_years,RESCTY_ONS,0.795
hes_ae_all_years,RESGOR,0.907
hes_ae_all_years,RESGOR_ONS,0.795
hes_ae_all_years,RESLADST,0.907
hes_ae_all_years,RESLADST_ONS,0.795
hes_ae_all_years,RESPCT_HIS,0.907
hes_ae_all_years,RESSTHA_HIS,0.907
hes_ae_all_years,SEX,1.0
hes_ae_all_years,SITEDIST,0.348
hes_ae_all_years,SITEDIST_FLAG,0.355
hes_ae_all_years,SITETRET,0.364
hes_ae_all_years,STHATRET,0.907
hes_ae_all_years,SUSHRG,0.919
hes_ae_all_years,SUSLDDATE_HIS,0.907
hes_ae_all_years,TREAT2_01,0.841
hes_ae_all_years,TREAT2_02,0.5
hes_ae_all_years,TREAT2_03,0.231
hes_ae_all_years,TREAT2_04,0.133
hes_ae_all_years,TREAT2_05,0.077
hes_ae_all_years,TREAT2_06,0.046
hes_ae_all_years,TREAT2_07,0.026
hes_ae_all_years,TREAT2_08,0.019
hes_ae_all_years,TREAT2_09,0.015
hes_ae_all_years,TREAT2_10,0.012
hes_ae_all_years,TREAT2_11,0.008
hes_ae_all_years,TREAT2_12,0.008
hes_ae_all_years,TREAT3_01,0.837
hes_ae_all_years,TREAT3_02,0.497
hes_ae_all_years,TREAT3_03,0.231
hes_ae_all_years,TREAT3_04,0.133
hes_ae_all_years,TREAT3_05,0.077
hes_ae_all_years,TREAT3_06,0.046
hes_ae_all_years,TREAT3_07,0.026
hes_ae_all_years,TREAT3_08,0.019
hes_ae_all_years,TREAT3_09,0.015
hes_ae_all_years,TREAT3_10,0.012
hes_ae_all_years,TREAT3_11,0.008
hes_ae_all_years,TREAT3_12,0.008
hes_ae_all_years,TREATSCHEME,0.604
hes_ae_all_years,TRETDUR,0.9
hes_ae_all_years,TRETTIME,1.0
hes_ae_otr_all_years,ACTIVAGE,0.937
hes_ae_otr_all_years,AEKEY,1.0
hes_ae_otr_all_years,APPDATE,0.335
hes_ae_otr_all_years,BOOKREFNOPS,0.0
hes_ae_otr_all_years,CARERSI,1.0
hes_ae_otr_all_years,CDSEXTDATE,0.665
hes_ae_otr_all_years,CDSUNIQUEID,0.0
hes_ae_otr_all_years,CDSVERPROTID,1.0
hes_ae_otr_all_years,CSNUM,0.844
hes_ae_otr_all_years,CURRWARD,0.907
hes_ae_otr_all_years,CURRWARD_ONS,0.795
hes_ae_otr_all_years,DIAG_01,0.666
hes_ae_otr_all_years,DIAG_02,0.075
hes_ae_otr_all_years,DIAG_03,0.006
hes_ae_otr_all_years,DIAG_04,0.002
hes_ae_otr_all_years,DIAG_05,0.001
hes_ae_otr_all_years,DIAG_06,0.001
hes_ae_otr_all_years,DIAG_07,0.001
hes_ae_otr_all_years,DIAG_08,0.001
hes_ae_otr_all_years,DIAG_09,0.001
hes_ae_otr_all_years,DIAG_10,0.001
hes_ae_otr_all_years,DIAG_11,0.001
hes_ae_otr_all_years,DIAG_12,0.001
hes_ae_otr_all_years,DOMPROC,0.006
hes_ae_otr_all_years,DUPLICATE_FLAG,0.292
hes_ae_otr_all_years,DUPLICATE_FLAG_2,0.0
hes_ae_otr_all_years,ETHRAW,0.779
hes_ae_otr_all_years,ETHRAWL,0.058
hes_ae_otr_all_years,FYEAR,1.0
hes_ae_otr_all_years,GPPRPCT,0.907
hes_ae_otr_all_years,GPPRSTHA,0.907
hes_ae_otr_all_years,HATREAT,0.907
hes_ae_otr_all_years,HOMEADDPS,0.0
hes_ae_otr_all_years,HRGNHS,0.274
hes_ae_otr_all_years,HRGNHSVN,0.292
hes_ae_otr_all_years,IMD04,0.975
hes_ae_otr_all_years,IMD04C,0.975
hes_ae_otr_all_years,IMD04ED,0.975
hes_ae_otr_all_years,IMD04EM,0.975
hes_ae_otr_all_years,IMD04HD,0.975
hes_ae_otr_all_years,IMD04HS,0.975
hes_ae_otr_all_years,IMD04I,0.975
hes_ae_otr_all_years,IMD04IA,0.975
hes_ae_otr_all_years,IMD04IC,0.975
hes_ae_otr_all_years,IMD04LE,0.975
hes_ae_otr_all_years,IMD04RK,0.975
hes_ae_otr_all_years,IMD04_DECILE,0.975
hes_ae_otr_all_years,INVEST_01,0.829
hes_ae_otr_all_years,INVEST_02,0.409
hes_ae_otr_all_years,INVEST_03,0.245
hes_ae_otr_all_years,INVEST_04,0.21
hes_ae_otr_all_years,INVEST_05,0.176
hes_ae_otr_all_years,INVEST_06,0.144
hes_ae_otr_all_years,INVEST_07,0.1
hes_ae_otr_all_years,INVEST_08,0.08
hes_ae_otr_all_years,INVEST_09,0.061
hes_ae_otr_all_years,INVEST_10,0.05
hes_ae_otr_all_years,INVEST_11,0.037
hes_ae_otr_all_years,INVEST_12,0.031
hes_ae_otr_all_years,LCAIND,0.0
hes_ae_otr_all_years,MARSTAT,0.0
hes_ae_otr_all_years,NEWNHSNO_CHECK,0.949
hes_ae_otr_all_years,NHSNOIND,0.993
hes_ae_otr_all_years,NODIAGS,1.0
hes_ae_otr_all_years,NOINVESTS,1.0
hes_ae_otr_all_years,NOTREATS,1.0
hes_ae_otr_all_years,OACODE6,0.907
hes_ae_otr_all_years,ORGPPPID,0.048
hes_ae_otr_all_years,PARTYEAR,1.0
hes_ae_otr_all_years,PCFOUND,1.0
hes_ae_otr_all_years,PCTCODE02,0.333
hes_ae_otr_all_years,PCTCODE06,0.907
hes_ae_otr_all_years,PCTNHS,0.978
hes_ae_otr_all_years,PCTORIG02,0.333
hes_ae_otr_all_years,PCTORIG06,0.907
hes_ae_otr_all_years,PEREND,0.665
hes_ae_otr_all_years,PERSON_ID_DEID,1.0
hes_ae_otr_all_years,PGPPRAC,1.0
hes_ae_otr_all_years,POSTDIST,0.994
hes_ae_otr_all_years,PREGGMP,1.0
hes_ae_otr_all_years,PROCODE,1.0
hes_ae_otr_all_years,PROCODEO,0.956
hes_ae_otr_all_years,PROTYPE,1.0
hes_ae_otr_all_years,PURSTHA,0.333
hes_ae_otr_all_years,PURVAL,1.0
hes_ae_otr_all_years,RESHA,0.907
hes_ae_otr_all_years,RESPCT02,0.333
hes_ae_otr_all_years,RESPCT06,0.907
hes_ae_otr_all_years,RESRO,0.907
hes_ae_otr_all_years,RESSTHA02,0.333
hes_ae_otr_all_years,RESSTHA06,0.907
hes_ae_otr_all_years,ROTREAT,0.907
hes_ae_otr_all_years,RTTPEREND,0.006
hes_ae_otr_all_years,RTTPERSTART,0.006
hes_ae_otr_all_years,RTTPERSTAT,0.048
hes_ae_otr_all_years,RURURB_IND,0.979
hes_ae_otr_all_years,SUBDATE,1.0
hes_ae_otr_all_years,SUSHRGINFO,0.109
hes_ae_otr_all_years,SUSHRGVERINFO,0.109
hes_ae_otr_all_years,SUSHRGVERS,0.912
hes_ae_otr_all_years,SUSLDDATE,1.0
hes_ae_otr_all_years,SUSRECID,1.0
hes_ae_otr_all_years,SUSSPELLID,0.933
hes_ae_otr_all_years,TREAT_01,0.841
hes_ae_otr_all_years,TREAT_02,0.5
hes_ae_otr_all_years,TREAT_03,0.231
hes_ae_otr_all_years,TREAT_04,0.133
hes_ae_otr_all_years,TREAT_05,0.077
hes_ae_otr_all_years,TREAT_06,0.046
hes_ae_otr_all_years,TREAT_07,0.026
hes_ae_otr_all_years,TREAT_08,0.019
hes_ae_otr_all_years,TREAT_09,0.015
hes_ae_otr_all_years,TREAT_10,0.012
hes_ae_otr_all_years,TREAT_11,0.008
hes_ae_otr_all_years,TREAT_12,0.008
hes_ae_otr_all_years,WAITDAYS,0.0
hes_ae_otr_all_years,WARD91,0.907
hes_apc_acp_all_years,ACPDISP_1,0.793
hes_apc_acp_all_years,ACPDISP_2,0.093
hes_apc_acp_all_years,ACPDISP_3,0.02
